Player,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Tayshaun Prince,82,852,364,196,48,25,38,89,0,0,2,0,1064.0,12.98
Amar'e Stoudemire,29,413,145,13,10,21,0,50,0,0,0,0,376.5,12.98
Martell Webster,76,869,294,143,49,17,139,90,0,0,1,0,984.0,12.95
Jonas Valančiūnas,62,554,372,45,17,78,0,94,0,0,8,0,798.0,12.87
Dorell Wright,79,729,302,150,62,35,135,64,0,0,0,0,1014.0,12.84
Alonzo Gee,82,842,320,133,107,29,69,132,0,0,2,0,1050.5,12.81
Thabo Sefolosha,81,613,317,125,103,44,108,64,0,0,0,0,1032.5,12.75
Taj Gibson,65,517,345,61,27,90,0,76,0,0,5,0,827.5,12.73
Mario Chalmers,77,666,171,273,118,12,123,119,0,0,0,0,979.5,12.72
Markieff Morris,82,670,396,108,77,64,45,104,0,0,3,0,1042.5,12.71
Mike Dunleavy,75,785,291,145,39,35,128,90,0,0,1,0,951.5,12.69
Lance Stephenson,78,687,304,223,81,16,62,109,0,0,2,0,988.5,12.67
Ed Davis,81,623,460,63,38,85,0,63,0,0,9,0,1026.5,12.67
Dante Cunningham,80,695,408,67,84,38,0,56,0,0,3,0,1013.5,12.67
Jared Dudley,79,861,245,203,75,8,106,101,0,0,1,0,997.5,12.63
Patrick Patterson,71,737,337,81,31,40,51,61,0,0,4,0,897.0,12.63
Chris Kaman,66,693,372,51,29,52,0,103,0,0,3,0,831.5,12.6
Andrea Bargnani,35,443,128,38,21,23,38,54,0,0,0,0,440.5,12.59
Rodney Stuckey,76,876,212,270,51,17,55,134,0,0,1,0,950.5,12.51
Jermaine O'Neal,55,454,293,42,19,78,0,73,0,0,5,0,688.0,12.51
Tyler Zeller,77,610,438,96,35,70,0,95,0,0,7,0,961.0,12.48
Kevin Martin,77,1077,178,106,72,8,158,101,0,0,0,0,960.5,12.47
Carl Landry,81,874,483,65,35,31,1,115,0,0,7,0,1009.5,12.46
Maurice Harkless,76,625,335,50,88,62,32,69,0,0,1,0,945.5,12.44
Earl Clark,59,428,325,65,36,44,35,62,0,0,11,0,730.5,12.38
Jason Maxiell,72,498,409,54,32,95,0,81,0,0,5,0,890.0,12.36
Brandon Bass,81,701,425,84,44,64,0,80,0,0,3,0,998.5,12.33
Devin Harris,58,577,116,197,64,13,77,88,0,0,0,0,706.0,12.17
Kenyon Martin,18,129,95,8,16,17,0,16,0,0,1,0,218.5,12.14
Quentin Richardson,1,5,10,1,0,0,1,2,0,0,0,0,12.0,12.0
Marcus Thornton,72,916,181,91,61,4,141,68,0,0,0,0,862.5,11.98
J.J. Barea,74,834,207,294,32,0,97,145,0,0,1,0,886.5,11.98
Jordan Crawford,70,814,209,225,39,7,83,141,0,0,1,1,836.5,11.95
Jimmy Butler III,82,705,328,115,78,31,40,62,0,0,4,0,975.5,11.9
Lamar Odom,82,330,480,142,69,58,18,86,0,0,0,0,964.0,11.76
Samuel Dalembert,47,313,276,21,17,53,1,51,0,0,8,0,551.0,11.72
John Salmons,76,672,207,226,51,25,99,85,0,0,1,0,886.5,11.66
Steve Blake,45,327,132,173,34,6,72,62,0,0,0,0,522.5,11.61
Ray Allen,79,863,217,135,67,15,139,103,0,0,0,0,914.0,11.57
Brandan Wright,64,541,260,38,26,76,0,34,0,0,1,0,739.5,11.55
Zaza Pachulia,52,306,336,79,35,12,0,70,0,0,4,0,596.0,11.46
Antawn Jamison,76,712,362,50,30,22,84,53,0,0,5,0,866.0,11.39
Kendrick Perkins,78,330,466,111,43,83,0,109,0,0,0,0,885.0,11.35
Randy Foye,82,882,127,167,66,27,178,92,0,0,0,0,918.0,11.2
Avery Bradley,50,461,111,104,64,19,40,72,0,0,0,0,559.5,11.19
CJ Miles,65,729,174,63,49,17,126,69,0,0,0,0,727.5,11.19
Shannon Brown,59,617,149,108,59,15,39,74,0,0,0,0,659.0,11.17
Alexey Shved,77,665,175,286,54,27,85,147,0,0,2,0,853.0,11.08
Jared Sullinger,45,270,264,35,22,22,1,29,0,0,4,0,497.5,11.06
Jason Terry,79,799,159,198,66,11,123,102,0,0,1,0,871.0,11.03
Josh McRoberts,67,401,325,141,32,27,24,66,0,0,3,0,733.5,10.95
Kyle Singler,82,720,330,77,57,37,70,98,0,0,1,0,893.0,10.89
Beno Udrih,66,538,141,302,41,3,34,108,0,0,3,0,712.0,10.79
Harrison Barnes,81,748,333,98,52,14,52,101,0,0,4,0,866.0,10.69
Jerryd Bayless,80,693,176,264,59,17,71,120,0,0,0,0,854.0,10.68
Marreese Speights,79,658,386,47,24,53,3,80,0,0,5,0,842.5,10.66
Caron Butler,78,813,223,78,51,11,128,72,0,0,0,0,823.5,10.56
Patrick Beverley,41,228,109,117,37,21,36,44,0,0,0,0,430.0,10.49
Jordan Hill,29,194,166,13,8,19,0,26,0,0,0,0,304.0,10.48
Michael Beasley,75,759,282,111,31,34,45,144,0,0,2,0,783.0,10.44
Rasheed Wallace,21,146,83,6,13,15,22,10,0,0,0,0,219.0,10.43
Nick Young,59,628,130,84,36,14,75,50,0,0,0,0,615.5,10.43
P.J. Tucker,79,506,350,109,62,19,22,67,0,0,3,0,821.0,10.39
Alan Anderson,65,693,148,103,48,7,95,80,0,0,0,0,675.0,10.38
Courtney Lee,78,612,190,143,89,21,58,84,0,0,0,0,804.0,10.31
Chase Budinger,23,216,71,25,14,7,26,23,0,0,0,0,236.0,10.26
AJ Price,57,441,114,205,33,3,70,64,0,0,1,0,583.5,10.24
Kevin Seraphin,79,721,346,57,24,59,0,130,0,0,4,0,803.5,10.17
Lavoy Allen,79,455,395,73,24,55,0,55,0,0,3,0,801.5,10.15
Brandon Roy,5,29,14,23,3,0,0,7,0,0,0,0,50.5,10.1
Shaun Livingston,66,417,158,215,48,31,0,76,0,0,0,0,663.5,10.05
Iman Shumpert,45,305,136,75,43,7,51,37,0,0,0,0,452.0,10.04
E'Twaun Moore,75,588,167,206,51,23,67,105,0,0,1,0,744.5,9.93
Marvin Williams,73,529,263,77,37,38,54,60,0,0,2,0,723.5,9.91
Trevor Booker,48,256,239,40,32,16,0,31,0,0,3,0,475.0,9.9
Boris Diaw,75,435,254,180,52,27,30,84,0,0,0,0,740.5,9.87
Charlie Villanueva,69,467,241,54,31,39,90,39,0,0,2,0,676.5,9.8
Jonas Jerebko,49,377,185,43,38,8,25,42,0,0,0,0,479.0,9.78
Will Bynum,65,636,97,231,45,5,24,125,0,0,3,0,636.0,9.78
Jason Smith,51,420,186,34,15,45,0,55,0,0,1,0,496.0,9.73
Kris Humphries,65,375,365,32,16,33,0,57,0,0,6,0,631.5,9.72
Shane Battier,72,472,165,72,41,55,136,34,0,0,0,0,699.0,9.71
Terrence Jones,19,104,65,15,12,19,5,13,0,0,1,0,184.5,9.71
Luc Mbah a Moute,58,387,256,55,42,14,13,70,0,0,1,0,554.0,9.55
Marco Belinelli,73,702,140,148,44,6,79,82,0,0,0,0,696.5,9.54
Marcus Morris Sr.,77,596,277,62,45,20,86,77,0,0,0,0,733.0,9.52
John Henson,63,380,297,31,19,42,0,47,0,0,6,0,599.0,9.51
Ben Gordon,75,840,130,141,35,16,113,136,0,0,0,0,713.5,9.51
Toney Douglas,71,534,138,151,71,3,82,81,0,0,0,0,664.0,9.35
Gary Neal,68,645,143,129,30,2,89,69,0,0,0,0,634.0,9.32
Nick Collison,81,412,333,121,51,30,0,69,0,0,1,0,754.0,9.31
Chris Andersen,42,207,172,17,16,44,2,24,0,0,0,0,389.5,9.27
Luke Walton,50,172,145,166,42,13,20,60,0,0,0,0,457.0,9.14
Greg Smith,70,421,321,25,18,40,0,41,0,0,2,0,633.5,9.05
Garrett Temple,51,262,123,115,50,17,26,61,0,0,0,0,455.0,8.92
Jamaal Tinsley,66,229,115,290,64,14,39,106,0,0,0,0,589.0,8.92
DeMarre Carroll,66,393,188,61,58,24,20,34,0,0,0,0,585.5,8.87
C.J. Watson,80,543,145,161,66,12,88,69,0,0,0,0,708.5,8.86
Ivan Johnson,69,452,266,46,56,14,1,71,0,0,3,0,610.5,8.85
Tyler Hansbrough,81,568,373,36,29,18,0,78,0,0,6,0,715.0,8.83
Josh Howard,11,74,36,4,10,3,5,10,0,0,1,0,96.5,8.77
Jodie Meeks,78,618,171,69,58,5,122,52,0,0,0,0,684.0,8.77
Enes Freedom,70,506,304,31,28,32,1,101,0,0,2,0,609.5,8.71
Ekpe Udoh,76,323,251,43,39,85,0,43,0,0,1,0,661.5,8.7
Chauncey Billups,22,184,32,49,12,1,33,26,0,0,0,0,189.5,8.61
Greg Stiemsma,76,307,261,30,44,90,0,59,0,0,1,0,654.5,8.61
Richard Hamilton,50,490,83,119,24,5,16,84,0,0,0,0,429.0,8.58
Troy Murphy,14,65,49,7,10,6,11,7,0,0,0,0,119.0,8.5
Wayne Ellington,78,614,166,104,45,3,94,57,0,0,0,0,663.0,8.5
James Johnson,54,276,145,58,41,50,2,68,0,0,0,0,456.0,8.44
Udonis Haslem,75,290,404,38,30,15,0,45,0,0,1,0,633.0,8.44
Landry Fields,51,240,208,60,32,8,2,42,0,0,2,0,429.0,8.41
Andrew Nicholson,75,587,258,44,24,32,0,79,0,0,2,0,630.5,8.41
Francisco Garcia,58,321,91,63,46,38,67,32,0,0,0,0,484.0,8.34
Brendan Haywood,61,216,290,29,16,49,0,50,0,0,1,0,508.0,8.33
Mike James,45,273,72,139,26,3,48,55,0,0,0,0,374.5,8.32
Wesley Johnson,50,399,123,34,22,18,50,48,0,0,0,0,413.5,8.27
Stephen Jackson,55,341,155,80,37,14,46,77,0,0,1,0,454.5,8.26
Thomas Robinson,70,333,315,46,41,26,0,88,0,0,3,0,576.5,8.24
Ian Mahinmi,80,402,311,27,39,66,0,92,0,0,0,0,657.0,8.21
Brian Roberts,78,555,97,219,37,3,59,71,0,0,2,0,634.0,8.13
Earl Barron,12,39,61,5,5,6,0,11,0,0,1,0,97.5,8.12
Malcolm Lee,16,78,39,20,12,6,8,10,0,0,0,0,128.0,8.0
Shavlik Randolph,16,67,70,4,8,7,0,10,0,0,0,0,127.5,7.97
DeJuan Blair,61,328,230,45,37,10,0,49,0,0,1,0,485.0,7.95
Jae Crowder,78,392,187,94,63,17,63,49,0,0,0,0,619.5,7.94
Aaron Brooks,53,376,80,114,30,10,50,67,0,0,0,0,420.0,7.92
Hakim Warrick,28,194,89,25,13,6,0,29,0,0,1,0,221.0,7.89
Marquis Daniels,59,324,150,65,51,10,20,45,0,0,0,0,464.0,7.86
Alec Burks,64,451,145,92,35,13,33,74,0,0,0,0,501.0,7.83
Sebastian Telfair,59,331,84,153,37,11,53,64,0,0,0,0,461.0,7.81
Darrell Arthur,59,362,169,33,24,33,5,43,0,0,0,0,456.5,7.74
Gerald Green,60,421,141,50,19,23,59,53,0,0,0,0,462.0,7.7
Pablo Prigioni,78,275,143,236,69,2,53,86,0,0,0,0,599.0,7.68
Meyers Leonard,69,377,255,33,11,38,3,49,0,0,1,0,528.0,7.65
Quincy Pondexter,59,375,132,61,35,6,60,42,0,0,0,0,450.5,7.64
Chuck Hayes,74,198,299,112,31,18,0,44,0,0,0,0,564.0,7.62
Jeff Adrien,52,209,196,36,18,27,0,32,0,0,1,0,395.5,7.61
Mike Miller,59,281,157,99,21,4,73,35,0,0,0,0,448.0,7.59
Chris Copeland,56,486,119,27,16,12,59,50,0,0,0,0,424.5,7.58
Damien Wilkins,61,388,105,91,37,18,17,49,0,0,0,0,459.5,7.53
Linas Kleiza,20,148,52,16,4,2,20,14,0,0,0,0,150.0,7.5
Reggie Jackson,70,374,166,122,29,13,24,53,0,0,0,0,518.0,7.4
Earl Watson,48,96,87,190,40,8,5,69,0,0,0,0,354.5,7.39
Cartier Martin,41,270,100,20,19,6,58,32,0,0,0,0,302.0,7.37
Chris Singleton,57,231,184,37,38,24,7,45,0,0,1,0,420.0,7.37
Gustavo Ayon,55,204,199,71,22,17,0,47,0,0,2,0,405.0,7.36
Kyle O'Quinn,57,232,209,52,11,26,0,37,0,0,2,0,416.0,7.3
Steve Novak,81,535,152,35,28,8,149,12,0,0,0,0,589.0,7.27
Terrence Ross,73,467,144,53,43,14,65,48,0,0,0,0,529.0,7.25
Daniel Gibson,46,250,60,82,30,4,56,31,0,0,0,0,332.0,7.22
Festus Ezeli,78,191,313,22,23,74,0,63,0,0,0,0,561.5,7.2
Khris Middleton,27,165,50,28,15,4,14,11,0,0,0,0,194.5,7.2
Jeffery Taylor,77,472,150,63,47,15,53,48,0,0,0,0,551.5,7.16
DeShawn Stevenson,56,284,122,52,29,6,76,23,0,0,0,0,401.0,7.16
Austin Rivers,61,377,109,127,26,9,28,74,0,0,0,0,434.5,7.12
Tyrus Thomas,26,125,60,19,14,15,3,17,0,0,0,0,184.0,7.08
Jannero Pargo,32,207,35,67,18,3,39,41,0,0,0,0,226.0,7.06
Norris Cole,80,445,130,164,57,7,35,104,0,0,1,0,559.0,6.99
Al Harrington,10,51,27,10,4,1,8,7,0,0,0,0,69.5,6.95
Mickael Gelabale,36,181,99,26,16,4,16,16,0,0,0,0,247.5,6.88
Chris Wilcox,61,259,180,22,32,28,0,34,0,0,0,0,417.5,6.84
Jeremy Pargo,39,265,49,92,13,2,25,50,0,0,0,0,266.0,6.82
Omri Casspi,43,173,114,28,25,12,25,22,0,0,0,0,293.0,6.81
Justin Holiday,9,42,14,15,3,6,4,9,0,0,0,0,61.0,6.78
Cory Joseph,28,126,52,53,15,4,6,21,0,0,0,0,188.0,6.71
Hamed Haddadi,30,84,111,12,6,27,0,31,0,0,0,0,200.0,6.67
Mickael Pietrus,19,100,36,9,12,6,20,16,0,0,0,0,125.0,6.58
Jordan Hamilton,40,208,95,23,15,8,27,19,0,0,0,0,262.5,6.56
Draymond Green,79,227,260,53,42,25,14,51,0,0,0,0,516.5,6.54
Roger Mason Jr.,69,369,132,74,26,11,66,51,0,0,0,0,446.5,6.47
Rashard Lewis,55,285,121,30,21,14,51,33,0,0,0,0,356.0,6.47
Hasheem Thabeet,66,160,195,11,30,60,0,41,0,0,1,0,426.0,6.45
Willie Green,72,450,97,55,29,12,71,31,0,0,0,0,463.5,6.44
Jimmer Fredette,69,494,71,92,31,3,65,68,0,0,0,0,442.5,6.41
Quincy Acy,29,116,77,11,13,15,1,17,0,0,0,0,185.5,6.4
Austin Daye,55,247,123,42,14,22,41,29,0,0,0,0,352.0,6.4
Johan Petro,31,108,112,16,10,9,1,24,0,0,2,0,198.5,6.4
Hedo Turkoglu,11,32,26,23,7,1,1,12,0,0,0,0,69.5,6.32
D.J. Augustin,76,356,91,170,34,3,67,68,0,0,0,0,478.5,6.3
Chris Duhon,46,133,68,133,20,1,33,40,0,0,1,0,287.0,6.24
Dominique Jones,29,116,45,83,14,2,1,38,0,0,0,0,180.5,6.22
Ronnie Brewer,60,179,140,50,43,6,23,18,0,0,1,0,372.0,6.2
Bernard James,46,131,131,6,12,38,0,18,0,0,0,0,284.5,6.18
Nazr Mohammed,63,166,195,26,21,32,0,24,0,0,2,0,388.0,6.16
Nando De Colo,72,276,138,138,41,6,31,81,0,0,0,0,442.5,6.15
John Lucas III,63,333,65,105,23,1,57,26,0,0,0,0,387.0,6.14
Victor Claver,49,187,119,43,26,12,25,43,0,0,0,0,301.0,6.14
