Player,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Jeff Green,75,998,360,108,53,37,64,99,0,0,4,0,1084.0,14.45
Thaddeus Young,82,1045,434,82,90,26,6,99,0,0,2,0,1176.5,14.35
Ed Davis,65,501,462,40,39,67,0,48,0,0,13,0,929.5,14.3
DeJuan Blair,81,674,565,77,95,42,0,113,0,0,17,0,1157.0,14.28
Glen Davis,78,915,425,92,78,30,2,85,0,0,5,0,1111.5,14.25
Ryan Anderson,64,681,355,52,30,38,134,49,0,0,6,0,907.5,14.18
Ty Lawson,80,933,209,377,80,4,69,137,0,0,4,0,1122.0,14.03
Arron Afflalo,69,867,251,168,34,31,105,71,0,0,3,0,967.0,14.01
Nick Young,64,1115,174,75,45,17,105,90,1,0,0,0,894.0,13.97
Shane Battier,82,624,373,185,69,81,102,79,0,0,3,0,1145.0,13.96
Mike Dunleavy,61,682,276,105,40,30,102,69,0,0,1,0,845.0,13.85
CJ Miles,78,1000,255,135,74,38,109,93,1,0,0,0,1076.5,13.8
Ersan Ilyasova,60,571,365,56,51,24,36,63,0,0,8,0,819.5,13.66
James Harden,82,998,255,176,92,24,113,106,0,0,0,0,1112.5,13.57
Toney Douglas,81,856,244,244,89,4,143,89,0,0,3,0,1087.5,13.43
Udonis Haslem,13,104,106,6,7,3,0,14,0,0,4,0,174.0,13.38
Andris Biedrins,59,294,426,60,52,52,0,57,0,0,3,0,787.0,13.34
Daniel Gibson,67,780,177,201,48,21,118,80,0,0,0,0,885.0,13.21
Marcus Thornton,73,933,258,135,64,9,88,93,1,0,2,0,959.5,13.14
Lou Williams,75,1027,149,252,47,17,88,102,0,0,0,0,984.5,13.13
Yao Ming,5,51,27,4,0,8,0,7,0,0,0,0,65.5,13.1
Kirk Hinrich,72,737,182,288,75,17,75,121,0,0,3,0,942.0,13.08
Jordan Farmar,73,701,173,368,62,6,109,139,0,0,8,0,951.0,13.03
Metta World Peace,82,697,267,175,124,36,83,90,0,0,0,0,1062.0,12.95
Richard Hamilton,55,777,126,171,39,4,55,88,0,0,0,0,711.0,12.93
Gilbert Arenas,70,755,189,274,74,21,97,177,0,0,3,0,905.0,12.93
Josh McRoberts,72,533,382,150,47,57,23,93,0,0,3,0,928.0,12.89
Taj Gibson,80,569,458,58,39,106,1,71,0,0,6,0,1026.0,12.82
Jared Dudley,82,867,318,108,87,20,105,77,0,0,2,0,1051.0,12.82
Brandon Bass,76,854,424,57,27,52,0,97,0,0,3,0,972.0,12.79
Brandon Roy,47,573,121,129,37,12,38,55,0,0,1,0,599.5,12.76
Jamal Crawford,76,1077,130,241,57,14,119,145,0,0,0,0,966.0,12.71
Tracy McGrady,72,574,251,252,66,34,30,102,0,0,3,0,906.0,12.58
Marvin Williams,65,676,313,88,34,23,37,62,0,0,3,0,812.5,12.5
Kwame Brown,66,524,450,43,26,39,0,69,0,0,8,0,824.0,12.48
George Hill,76,884,199,193,66,21,77,99,0,0,0,0,947.5,12.47
Ben Wallace,54,154,350,72,54,54,1,44,0,0,1,0,672.5,12.45
Kendrick Perkins,29,174,232,26,9,26,0,56,0,0,1,0,360.0,12.41
Jason Thompson,75,663,454,88,28,44,0,99,0,0,9,0,927.5,12.37
Charlie Villanueva,76,840,295,48,42,42,125,66,0,0,4,0,931.5,12.26
Spencer Hawes,81,584,465,121,29,71,9,97,0,0,7,0,992.5,12.25
Tony Allen,72,643,193,104,129,44,4,86,0,0,1,0,881.5,12.24
O.J. Mayo,71,803,170,145,73,26,96,99,0,0,0,0,863.5,12.16
Richard Jefferson,81,891,310,107,38,34,135,93,0,0,1,0,982.0,12.12
Carl Landry,76,903,347,63,40,32,0,109,0,0,8,0,904.5,11.9
Al Harrington,73,765,332,101,39,10,117,106,0,0,1,0,867.0,11.88
Anthony Parker,72,600,218,218,67,10,86,80,0,0,0,0,853.0,11.85
Shaquille O'Neal,37,341,178,26,16,42,0,56,0,0,3,0,437.5,11.82
Tyler Hansbrough,70,767,366,41,37,15,0,76,0,0,7,0,825.5,11.79
James Johnson,38,271,142,89,33,37,8,64,0,0,0,0,446.5,11.75
Francisco Garcia,58,560,133,71,51,49,81,45,0,0,1,0,680.5,11.73
Wesley Johnson,79,709,240,148,58,54,103,95,0,0,0,0,923.0,11.68
Anthony Morrow,58,764,172,68,19,7,110,54,0,0,0,0,675.0,11.64
Jordan Crawford,42,490,105,117,39,3,33,83,0,0,2,1,488.5,11.63
Leandro Barbosa,58,769,99,119,50,6,72,84,0,0,0,0,666.5,11.49
Linas Kleiza,39,436,177,40,19,7,39,65,0,0,4,0,445.5,11.42
Chase Budinger,78,765,281,127,41,18,89,67,0,0,0,0,886.0,11.36
Omri Casspi,71,610,307,74,54,13,92,68,0,0,4,0,802.0,11.3
Darrell Arthur,80,729,342,53,52,63,0,88,0,0,2,0,903.5,11.29
Thabo Sefolosha,79,401,346,111,97,38,28,55,0,0,2,0,888.5,11.25
Mike Bibby,80,688,195,265,50,9,153,101,0,0,0,0,897.5,11.22
Luc Mbah a Moute,79,529,420,68,72,28,0,77,0,0,8,0,883.5,11.18
Chris Andersen,45,250,219,20,23,58,0,25,0,0,2,0,503.0,11.18
Rudy Fernandez,78,668,172,193,87,14,116,88,0,0,0,0,871.0,11.17
Sasha Vujacic,67,656,186,132,54,5,97,66,0,0,1,0,747.5,11.16
Kurt Thomas,52,211,301,60,32,42,1,42,0,0,0,0,573.0,11.02
Travis Outlaw,82,756,325,84,34,36,76,71,0,0,0,0,894.0,10.9
Aaron Brooks,59,634,78,233,34,3,70,99,0,0,2,0,640.0,10.85
Gerald Henderson,68,653,207,101,50,32,7,64,0,0,0,0,738.0,10.85
Shawne Williams,64,454,239,47,39,51,85,46,0,0,1,0,690.5,10.79
Derrick Favors,78,533,412,39,29,68,0,77,0,0,4,0,838.5,10.75
Josh Howard,18,152,74,24,13,5,7,20,0,0,0,0,193.5,10.75
Paul George,61,476,224,65,62,26,41,70,0,0,0,0,653.5,10.71
Brandon Rush,67,607,217,62,41,35,93,69,0,0,0,0,712.0,10.63
Ronnie Brewer,81,503,262,140,106,22,6,55,0,0,0,0,857.5,10.59
Ben Gordon,82,921,195,171,48,16,107,141,0,0,0,0,867.0,10.57
Matt Barnes,53,356,228,71,39,22,34,58,0,0,2,0,560.0,10.57
Jodie Meeks,74,774,171,78,63,4,138,60,0,0,0,0,779.0,10.53
Anthony Tolliver,65,434,295,82,28,28,47,49,0,0,3,0,683.5,10.52
Jerryd Bayless,71,651,165,266,38,5,49,127,0,0,2,0,742.0,10.45
Randy Foye,63,616,103,170,47,21,71,95,0,0,0,0,657.5,10.44
Austin Daye,72,537,274,78,39,39,69,59,0,0,0,0,752.0,10.44
Eric Bledsoe,81,543,223,289,92,26,32,194,0,0,1,0,842.5,10.4
Brad Miller,60,382,222,145,28,21,40,54,0,0,1,0,623.0,10.38
Antonio McDyess,73,390,395,84,36,39,0,72,0,0,5,0,757.0,10.37
Evan Turner,78,565,306,159,49,14,14,80,0,0,2,0,802.5,10.29
Jeff Foster,56,187,350,46,24,31,0,26,0,0,0,0,573.5,10.24
Martell Webster,46,453,147,53,28,9,55,58,0,0,0,0,470.0,10.22
Ryan Gomes,76,547,254,118,62,12,72,55,0,0,1,0,775.5,10.2
Nazr Mohammed,75,535,368,23,30,56,0,70,0,0,3,0,763.5,10.18
J.J. Barea,81,769,159,317,30,1,66,136,0,0,3,0,822.5,10.15
Chris Wilcox,57,424,271,43,29,17,0,43,0,0,3,0,578.0,10.14
Corey Brewer,69,552,175,89,100,16,30,87,0,0,0,0,700.0,10.14
Derek Fisher,82,558,152,224,99,8,63,70,0,0,0,0,830.5,10.13
Matt Bonner,66,481,239,60,26,21,105,27,0,0,1,0,660.0,10.0
Corey Maggette,67,805,241,84,21,5,28,127,0,0,1,0,667.5,9.96
Raja Bell,68,541,176,118,56,14,68,63,0,0,0,0,675.5,9.93
Nenad Krstic,71,575,335,27,26,25,0,56,0,0,3,0,698.5,9.84
Jarrett Jack,83,735,173,242,54,6,33,110,0,0,0,0,809.0,9.75
Anthony Randolph,40,305,160,33,22,24,1,53,0,0,5,0,390.0,9.75
JJ Redick,59,593,113,102,29,3,87,53,0,0,0,0,566.0,9.59
Reggie Williams,80,738,216,121,28,3,102,57,0,0,0,0,762.0,9.53
Brendan Haywood,72,320,376,19,16,74,0,51,0,0,2,0,686.0,9.53
Ronny Turiaf,64,267,207,92,35,73,0,41,0,0,2,0,609.5,9.52
Mario Chalmers,70,447,146,177,76,7,83,91,0,0,0,0,663.0,9.47
Courtney Lee,81,672,209,100,58,18,71,68,0,0,0,0,764.5,9.44
Patrick Patterson,52,328,200,41,17,37,0,31,0,0,4,0,486.0,9.35
Marco Belinelli,80,836,151,92,38,6,134,77,0,0,0,0,739.0,9.24
Goran Dragic,70,523,142,204,50,10,56,117,0,0,5,1,645.5,9.22
Mike Miller,41,228,184,51,20,2,43,41,0,0,3,0,376.5,9.18
Gary Neal,80,783,196,96,27,4,129,78,0,0,0,0,732.0,9.15
Rodrigue Beaubois,28,236,52,64,20,8,25,47,0,0,0,0,255.5,9.12
Othyus Jeffers,17,93,67,20,17,0,1,14,0,0,1,0,155.0,9.12
Christian Eyenga,44,303,123,35,34,28,25,47,0,0,0,0,399.0,9.07
Dante Cunningham,78,482,277,43,54,43,1,51,0,0,3,0,707.5,9.07
Nick Collison,71,329,316,69,42,31,0,55,0,0,1,0,641.5,9.04
Samardo Samuels,37,288,158,17,15,18,0,53,0,0,2,0,334.0,9.03
Shannon Brown,82,712,157,96,67,16,74,75,0,0,0,0,737.0,8.99
Will Bynum,61,482,74,195,52,4,16,83,0,0,0,0,547.0,8.97
Keyon Dooling,80,571,117,243,54,4,81,91,0,0,2,0,713.0,8.91
Sonny Weems,59,545,153,104,34,2,17,86,0,0,0,0,524.0,8.88
Kyle Korver,82,681,150,124,35,20,120,60,0,0,0,0,724.5,8.84
Hakim Warrick,80,669,296,69,32,9,1,79,0,0,3,0,706.0,8.82
T.J. Ford,41,223,81,141,35,8,6,63,0,0,0,0,359.5,8.77
Trevor Booker,65,346,251,35,29,42,0,38,0,0,5,0,568.0,8.74
Ekpe Udoh,58,236,181,40,22,86,0,48,0,0,0,0,507.0,8.74
Peja Stojakovic,33,280,75,29,13,2,57,17,0,0,0,0,285.5,8.65
Earl Watson,80,343,182,278,61,17,36,116,0,0,1,0,690.5,8.63
Sam Young,78,572,187,71,68,23,17,61,0,0,0,0,673.5,8.63
Vladimir Radmanovic,74,374,212,79,44,44,70,57,0,0,0,0,632.0,8.54
Delonte West,24,135,37,64,20,10,12,30,0,0,0,0,204.5,8.52
Jordan Hill,72,406,306,29,14,52,0,62,0,0,2,0,610.0,8.47
Shaun Livingston,73,479,149,164,47,29,1,88,0,0,0,0,617.0,8.45
Jermaine O'Neal,24,129,88,12,2,30,0,27,0,0,1,0,202.5,8.44
Zydrunas Ilgauskas,72,360,287,26,23,58,0,52,0,0,3,0,606.0,8.42
Shelden Williams,59,264,273,32,23,26,0,43,0,0,0,0,492.0,8.34
Yi Jianlian,63,355,248,25,27,32,3,51,0,0,3,0,522.0,8.29
Sebastian Telfair,37,266,54,111,25,3,28,64,0,0,0,0,304.0,8.22
Mickael Pietrus,57,410,126,33,29,21,85,39,0,0,0,0,467.5,8.2
Willie Green,77,672,161,74,36,13,54,67,0,0,0,0,629.0,8.17
Marquis Daniels,49,271,113,64,39,22,4,38,0,0,0,0,398.5,8.13
Alonzo Gee,56,331,182,38,40,18,17,55,0,0,0,0,455.0,8.12
Lou Amundson,46,200,185,17,14,33,0,24,0,0,0,0,372.0,8.09
Chris Douglas-Roberts,44,323,88,50,29,13,15,35,0,0,0,0,356.0,8.09
Al Thornton,71,524,213,62,35,12,4,64,0,0,0,0,569.0,8.01
Al-Farouq Aminu,81,457,267,60,59,25,45,103,0,0,0,0,643.0,7.94
Larry Sanders,60,260,178,16,22,72,0,38,0,0,1,0,475.0,7.92
Jamario Moon,59,255,165,52,28,33,38,22,0,0,0,0,463.5,7.86
Earl Boykins,57,408,55,141,38,3,27,52,0,0,0,0,443.5,7.78
Robin Lopez,67,432,216,8,18,45,0,48,0,0,2,0,520.0,7.76
Zaza Pachulia,79,349,333,58,34,22,0,69,0,0,4,0,612.5,7.75
Manny Harris,54,321,140,85,31,7,34,63,0,0,1,0,416.5,7.71
Joey Dorsey,43,135,190,27,24,17,0,39,0,0,4,0,331.5,7.71
DJ White,47,268,158,19,12,20,0,14,0,0,0,0,361.0,7.68
Damion James,25,110,85,20,16,12,0,25,0,0,0,0,191.0,7.64
Andres Nocioni,54,327,169,45,14,15,42,47,0,0,2,0,411.5,7.62
James Posey,49,240,147,34,24,6,67,24,0,0,0,0,370.5,7.56
Dominic McGuire,52,174,199,43,10,33,0,25,0,0,1,0,391.0,7.52
AJ Price,50,323,72,111,29,1,41,53,0,0,0,0,372.0,7.44
Josh Childress,54,272,155,42,33,23,1,44,0,0,0,0,401.5,7.44
Mario West,6,22,11,10,7,0,1,2,0,0,0,0,44.5,7.42
Nate Robinson,59,401,90,111,29,4,65,68,0,0,1,0,433.0,7.34
Eddie House,56,362,92,62,32,3,68,29,0,0,0,0,410.0,7.32
Jeff Teague,70,361,102,138,45,25,18,64,0,0,0,0,505.5,7.22
Maurice Evans,73,461,156,45,34,14,55,33,0,0,0,0,522.0,7.15
Joel Anthony,75,153,266,24,10,93,0,36,0,0,0,0,536.5,7.15
Tiago Splitter,60,278,201,26,29,17,0,32,0,0,1,0,427.0,7.12
James Jones,81,475,160,43,29,19,123,21,0,0,0,0,577.0,7.12
Mehmet Okur,13,64,30,19,4,4,5,7,0,0,0,0,92.5,7.12
Jonny Flynn,53,279,77,182,34,3,31,113,0,0,0,0,375.0,7.08
Erick Dampier,51,128,177,22,14,47,0,32,0,0,1,0,354.0,6.94
Luther Head,36,200,60,70,10,9,25,32,0,0,0,0,248.5,6.9
C.J. Watson,82,405,94,186,55,11,44,73,0,0,0,0,563.5,6.87
Donte Greene,69,400,147,48,36,20,45,60,0,0,1,0,470.5,6.82
Quentin Richardson,57,249,178,38,25,5,42,33,0,0,0,0,388.5,6.82
Eric Maynor,82,348,121,238,35,6,37,77,0,0,0,0,556.5,6.79
Steve Blake,79,319,156,170,40,3,73,73,0,0,0,0,535.0,6.77
Wayne Ellington,62,410,108,72,28,3,48,53,0,0,0,0,418.0,6.74
Kyle Weaver,5,28,10,7,2,2,3,7,0,0,0,0,33.5,6.7
Marreese Speights,64,344,210,30,8,19,1,40,0,0,0,0,426.5,6.66
Luke Harangody,49,193,143,30,15,17,16,16,0,0,1,0,326.5,6.66
Julian Wright,52,188,118,58,39,20,2,43,0,0,0,0,346.0,6.65
Omer Asik,82,229,306,32,20,56,0,64,0,0,1,0,541.5,6.6
Earl Barron,21,79,76,11,8,6,0,16,0,0,0,0,138.5,6.6
Ryan Hollins,70,373,186,26,22,42,0,67,0,0,0,0,459.5,6.56
Jason Smith,77,331,241,36,26,32,0,53,0,0,0,0,505.5,6.56
Aaron Gray,41,129,171,16,11,12,0,32,0,0,2,0,267.5,6.52
Semih Erden,41,163,118,20,15,24,0,34,0,0,0,0,263.5,6.43
Keith Bogans,82,359,148,101,38,9,90,41,0,0,0,0,526.5,6.42
Nikola Pekovic,65,359,193,27,18,35,0,91,0,0,1,0,415.5,6.39
Gordon Hayward,72,388,139,81,30,19,35,70,0,0,0,0,459.5,6.38
Jared Jeffries,42,74,116,36,31,17,2,21,0,0,0,0,265.0,6.31
Anthony Carter,33,110,51,69,27,6,12,39,0,0,0,0,208.0,6.3
Solomon Jones,39,139,113,30,12,22,0,35,0,0,0,0,245.5,6.29
Johan Petro,77,273,212,44,34,34,0,46,0,0,0,0,482.5,6.27
Dan Gadzuric,42,118,135,14,13,29,0,29,0,0,0,0,263.0,6.26
Jeremy Lin,29,76,34,42,33,9,1,18,0,0,0,0,180.5,6.22
Jason Maxiell,57,237,173,17,24,21,0,44,0,0,0,0,354.5,6.22
Terrence Williams,21,106,51,38,9,0,6,33,0,0,0,0,130.0,6.19
Zabian Dowdell,24,121,20,51,20,2,3,29,0,0,0,0,148.0,6.17
Brian Cook,40,193,96,15,12,11,34,25,0,0,1,0,246.5,6.16
Sundiata Gaines,24,111,38,42,16,1,9,27,0,0,0,0,147.0,6.12
Alexis Ajinca,34,143,78,10,11,19,12,18,0,0,0,0,207.5,6.1
Craig Smith,48,258,117,31,16,7,0,33,0,0,0,0,290.0,6.04
Pooh Jeter,62,255,70,162,29,2,6,51,0,0,0,0,373.5,6.02
Jermaine Taylor,34,223,62,32,14,5,14,46,0,0,0,0,204.5,6.01
Dahntay Jones,45,283,65,33,20,7,14,31,0,0,0,0,269.5,5.99
Carlos Arroyo,64,310,103,125,21,1,31,60,0,0,0,0,382.5,5.98
Daequan Cook,43,239,72,20,14,1,65,17,0,0,0,0,257.0,5.98
Troy Murphy,35,109,113,23,15,3,5,20,0,0,0,0,209.0,5.97
DeShawn Stevenson,72,383,106,77,21,5,94,44,0,0,0,0,429.5,5.97
Ike Diogu,36,207,115,2,3,3,0,22,0,0,1,0,211.5,5.88
Timofey Mozgov,45,163,121,15,15,25,0,35,0,0,1,0,263.5,5.86
Brandan Wright,37,141,89,12,11,17,0,14,0,0,1,0,214.5,5.8
