Player,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Donovan Mitchell,79,1616,296,291,118,27,187,215,2,0,0,0,1565.5,19.82
MarShon Brooks,7,141,21,25,11,3,19,16,0,0,0,0,138.0,19.71
Tobias Harris,80,1486,437,192,71,35,183,105,0,0,3,0,1573.5,19.67
Kris Dunn,52,699,221,310,104,27,43,150,0,0,4,0,1018.0,19.58
Paul Millsap,38,555,245,105,39,44,39,73,0,0,2,0,742.0,19.53
Will Barton,81,1268,409,331,82,52,156,149,0,0,2,0,1573.0,19.42
Dennis Schröder,67,1301,208,417,72,6,76,183,1,0,5,0,1292.5,19.29
Jeff Teague,70,994,209,492,102,23,84,177,0,0,13,0,1326.0,18.94
Robert Covington,80,1009,433,156,137,72,203,126,0,0,7,0,1494.0,18.68
Klay Thompson,73,1461,277,185,55,34,229,128,0,0,2,0,1359.0,18.62
Lauri Markkanen,68,1033,508,79,39,40,145,83,0,0,14,0,1265.0,18.6
Julius Randle,82,1323,654,210,43,45,10,213,0,0,28,1,1523.5,18.58
Harrison Barnes,77,1452,468,152,49,14,119,118,0,0,8,0,1421.5,18.46
T.J. Warren,65,1271,333,85,65,41,20,85,1,0,6,0,1197.5,18.42
Willie Cauley-Stein,73,932,510,172,77,67,3,109,0,0,12,0,1340.5,18.36
Andre Ingram,2,24,6,7,3,3,5,3,0,0,0,0,36.5,18.25
Brandon Ingram,59,949,314,230,45,43,41,149,0,0,6,0,1072.0,18.17
Goran Dragic,75,1296,306,359,63,12,111,166,0,0,3,0,1355.5,18.07
Myles Turner,65,828,417,87,38,118,56,96,0,0,11,0,1173.0,18.05
Elfrid Payton,63,797,274,393,83,22,30,168,0,0,8,2,1134.5,18.01
Rondae Hollis-Jefferson,68,946,459,167,65,48,13,121,0,0,12,0,1222.5,17.98
Pau Gasol,77,775,619,238,24,79,43,108,0,0,16,1,1382.0,17.95
Ricky Rubio,77,1008,351,410,121,11,96,207,0,0,11,0,1381.0,17.94
Kyle Kuzma,77,1242,483,141,49,34,159,140,0,0,17,0,1367.5,17.76
Spencer Dinwiddie,80,1007,259,524,68,23,141,128,0,0,7,0,1418.0,17.73
Gary Harris,67,1170,176,194,122,15,156,119,0,0,0,0,1188.0,17.73
Dario Saric,78,1141,520,202,51,20,157,148,0,0,13,0,1378.0,17.67
Andrew Wiggins,82,1452,358,160,91,51,112,138,1,0,1,0,1448.0,17.66
Nicolas Batum,64,740,306,349,65,23,92,131,0,0,7,2,1127.0,17.61
Jonas Valančiūnas,77,980,660,81,29,69,30,115,0,0,26,0,1353.0,17.57
Carmelo Anthony,78,1261,453,103,47,49,169,99,0,0,6,0,1370.0,17.56
DeMarre Carroll,73,983,479,147,59,30,145,103,0,0,13,0,1278.0,17.51
Thaddeus Young,81,955,512,152,135,36,58,105,0,0,9,0,1416.5,17.49
Tim Hardaway Jr.,57,996,224,155,62,10,130,92,0,0,2,0,996.0,17.47
Derrick Favors,77,944,552,102,54,82,14,88,0,0,15,0,1332.0,17.3
Kentavious Caldwell-Pope,74,992,387,162,106,16,159,97,0,0,4,0,1275.5,17.24
Dennis Smith Jr.,69,1048,260,358,71,18,106,194,0,0,6,1,1187.0,17.2
Rajon Rondo,65,537,263,533,70,10,50,151,0,0,15,2,1117.5,17.19
D'Angelo Russell,48,743,189,249,36,17,90,147,0,0,5,1,820.5,17.09
Jamal Murray,81,1352,297,274,79,28,165,172,0,0,1,0,1372.5,16.94
Mike Conley,12,205,27,49,12,3,24,18,0,0,0,0,202.5,16.88
Al-Farouq Aminu,69,644,525,84,79,40,125,79,0,0,9,0,1161.5,16.83
Darren Collison,69,855,178,368,92,15,96,86,0,0,6,0,1155.5,16.75
Joe Ingles,82,940,344,392,90,20,204,159,0,0,4,0,1373.0,16.74
Josh Richardson,81,1045,285,231,121,75,127,140,0,0,0,0,1354.0,16.72
Zach LaVine,24,401,94,72,24,4,42,43,0,0,0,0,400.5,16.69
Kent Bazemore,65,836,248,228,100,45,108,157,0,0,0,0,1081.0,16.63
Evan Fournier,57,1013,180,165,47,16,127,95,0,0,0,0,946.0,16.6
Taj Gibson,82,999,584,99,62,59,7,89,0,0,18,0,1357.0,16.55
Dewayne Dedmon,62,617,489,90,40,51,50,85,0,0,15,0,1024.5,16.52
Zach Randolph,59,857,397,127,42,10,51,116,0,0,8,0,974.0,16.51
JaMychal Green,55,569,464,79,32,25,43,76,0,0,16,0,903.0,16.42
Bobby Portis,73,964,498,123,50,23,80,103,0,0,12,0,1198.0,16.41
Serge Ibaka,76,959,478,62,29,99,107,90,0,0,8,0,1247.0,16.41
Jayson Tatum,80,1112,402,128,83,58,105,114,0,0,4,0,1310.5,16.38
Taurean Prince,82,1158,389,214,85,42,176,191,0,0,5,0,1338.0,16.32
Patrick Beverley,11,134,45,32,19,5,24,25,0,0,0,0,179.0,16.27
Danilo Gallinari,21,321,101,41,13,10,36,26,0,0,0,0,340.5,16.21
John Collins,74,777,541,98,47,80,16,105,0,0,11,0,1195.5,16.16
Austin Rivers,61,920,145,242,74,16,136,109,0,0,0,0,986.0,16.16
James Johnson,73,788,358,280,70,51,57,141,0,0,6,0,1167.5,15.99
Domantas Sabonis,74,861,572,151,40,32,13,137,0,0,15,0,1182.0,15.97
Dirk Nowitzki,77,927,438,120,43,45,138,51,0,0,5,0,1220.5,15.85
John Henson,76,665,513,114,45,109,1,84,0,0,10,0,1194.0,15.71
Kyle Anderson,74,585,396,202,115,60,19,94,0,0,6,0,1162.0,15.7
Jaylen Brown,70,1017,346,114,70,26,121,124,0,0,2,0,1099.0,15.7
Terry Rozier,80,900,376,232,80,19,153,80,0,0,1,1,1255.5,15.69
Larry Nance Jr.,66,573,452,82,88,38,2,51,0,0,11,0,1033.5,15.66
Trevor Ariza,67,782,294,105,98,13,170,52,0,0,1,0,1046.0,15.61
Kelly Olynyk,76,872,431,207,62,35,106,147,0,0,7,0,1181.0,15.54
Eric Gordon,69,1243,170,154,44,27,218,130,0,0,0,0,1066.5,15.46
Caris LeVert,71,858,260,299,82,22,85,153,0,0,3,0,1088.5,15.33
Greg Monroe,51,524,350,114,44,23,0,94,0,0,9,1,777.0,15.24
Justin Holiday,72,876,291,153,80,31,161,93,0,0,2,0,1093.5,15.19
JJ Redick,70,1198,178,210,35,6,193,103,0,0,0,0,1062.5,15.18
Marcus Smart,54,550,188,259,71,23,75,129,0,0,0,0,818.5,15.16
Reggie Jackson,45,656,125,238,27,4,52,99,0,0,0,0,680.0,15.11
Brook Lopez,74,961,294,126,30,98,112,98,0,0,4,0,1118.5,15.11
Marcin Gortat,82,690,623,151,40,61,0,99,0,0,15,0,1237.0,15.09
Wesley Matthews,63,802,198,172,76,16,153,83,0,0,0,0,948.5,15.06
Denzel Valentine,77,783,393,244,65,11,143,99,0,0,5,0,1158.0,15.04
Allen Crabbe,75,990,324,117,47,35,201,78,1,0,0,0,1123.5,14.98
J.J. Barea,69,801,201,434,35,3,115,143,0,0,6,0,1032.0,14.96
Marcus Morris Sr.,54,734,289,72,35,12,86,65,0,0,2,0,802.0,14.85
Ersan Ilyasova,69,750,405,90,61,26,91,72,0,0,7,0,1024.5,14.85
Buddy Hield,80,1079,307,155,85,22,176,124,0,0,0,0,1179.5,14.74
Markieff Morris,73,841,409,142,56,38,76,127,0,0,5,0,1075.5,14.73
Jeremy Lamb,80,1033,324,186,61,32,94,93,0,0,0,0,1166.5,14.58
Alex Len,69,587,518,82,27,61,1,78,0,0,12,0,1004.0,14.55
Jabari Parker,31,391,151,59,25,10,31,45,0,0,3,0,449.0,14.48
Malcolm Brogdon,48,625,156,152,41,13,62,66,0,0,1,0,694.5,14.47
Michael Beasley,74,976,414,123,36,43,34,143,0,0,10,0,1067.0,14.42
Dwyane Wade,67,765,252,228,61,47,32,140,0,0,3,0,957.5,14.29
Damion Lee,15,161,71,29,19,1,15,14,0,0,0,0,214.0,14.27
Josh Jackson,77,1012,351,119,80,35,57,146,0,0,5,0,1093.5,14.2
Dejounte Murray,81,654,459,231,97,31,9,134,0,0,7,0,1150.5,14.2
Tyson Chandler,46,300,418,53,16,27,0,59,0,0,4,0,652.0,14.17
Dion Waiters,30,429,77,113,23,9,52,70,0,0,0,0,424.5,14.15
Wilson Chandler,74,738,398,159,43,39,88,92,0,0,4,0,1046.0,14.14
Trey Burke,36,461,71,170,24,4,38,43,1,0,3,0,507.5,14.1
Kelly Oubre Jr.,81,953,363,98,80,35,126,90,0,0,0,0,1140.5,14.08
Rudy Gay,57,655,291,73,46,38,37,78,0,0,1,0,801.0,14.05
Kyle O'Quinn,77,550,470,158,36,98,4,100,0,0,8,0,1081.0,14.04
Tyler Johnson,72,843,248,165,60,34,119,81,0,0,0,0,1001.0,13.9
Cameron Payne,25,221,69,113,26,9,35,36,0,0,1,0,345.0,13.8
Ish Smith,82,894,224,360,64,20,35,108,0,0,3,0,1111.5,13.55
Bogdan Bogdanović,78,917,223,258,72,16,129,125,0,0,0,0,1055.0,13.53
Courtney Lee,76,913,224,180,80,17,113,84,0,0,1,0,1028.0,13.53
Isaiah Thomas,32,486,67,153,15,3,55,95,0,0,0,0,431.5,13.48
Rodney Hood,60,882,165,95,45,12,127,70,0,0,0,0,808.5,13.47
Jonathon Simmons,69,962,239,171,58,16,69,146,0,0,0,0,927.5,13.44
De'Aaron Fox,73,844,204,320,70,20,47,173,0,0,3,0,979.5,13.42
Justise Winslow,68,529,370,148,54,33,49,77,0,0,2,0,906.0,13.32
Danny Green,70,600,249,110,63,80,116,74,0,0,0,0,929.0,13.27
Bojan Bogdanovic,80,1141,270,119,55,8,155,106,0,0,0,0,1057.0,13.21
E'Twaun Moore,82,1022,238,187,79,12,128,102,0,0,0,0,1080.0,13.17
Marvin Williams,78,744,370,96,56,38,126,66,0,0,3,0,1026.0,13.15
Jordan Clarkson,81,1124,217,221,58,6,112,127,0,0,1,0,1058.0,13.06
Lance Stephenson,82,757,424,235,46,17,67,131,0,0,3,0,1069.0,13.04
Mason Plumlee,74,524,400,142,49,81,0,102,0,0,3,0,965.0,13.04
Dwight Powell,79,671,444,91,67,32,28,59,0,0,5,0,1028.5,13.02
Avery Bradley,46,656,116,94,51,8,75,101,0,0,0,0,592.5,12.88
Robin Lopez,64,756,290,124,14,53,4,107,0,0,3,0,824.0,12.88
Kosta Koufos,71,477,472,87,47,32,0,49,0,0,6,0,912.5,12.85
Marquese Chriss,72,556,395,83,51,70,56,107,0,0,5,0,924.0,12.83
Trey Lyles,73,724,347,91,30,34,83,61,0,0,6,0,914.5,12.53
Mario Hezonja,75,722,281,106,81,31,90,86,0,0,2,0,933.0,12.44
George Hill,67,667,181,186,61,27,85,88,0,0,0,0,831.0,12.4
Gerald Green,41,497,133,25,24,15,110,31,0,0,0,0,508.5,12.4
Ryan Anderson,66,617,331,60,24,21,131,42,0,0,2,0,815.0,12.35
Jarrett Allen,72,587,388,49,28,88,5,82,0,0,4,0,887.0,12.32
Jerian Grant,74,619,171,342,63,8,61,89,0,0,5,0,911.0,12.31
Yogi Ferrell,82,838,249,201,64,9,134,78,0,0,3,0,1007.0,12.28
Milos Teodosic,45,429,126,209,23,5,88,97,0,0,0,0,552.5,12.28
Thabo Sefolosha,38,312,161,33,52,12,32,30,0,0,2,0,466.0,12.26
Andre Iguodala,64,384,246,210,54,38,33,67,0,0,0,0,781.5,12.21
Stanley Johnson,69,599,252,112,95,14,67,77,0,0,2,0,840.0,12.17
Jarrett Jack,62,466,191,348,35,4,25,115,0,0,3,1,752.5,12.14
Delon Wright,69,555,198,200,72,33,56,78,0,0,1,0,836.5,12.12
Cory Joseph,82,649,263,260,80,18,67,87,0,0,1,0,991.0,12.09
Tyrone Wallace,30,291,105,71,27,13,10,46,0,0,0,0,360.5,12.02
Frank Kaminsky,79,873,288,129,36,19,104,66,0,0,0,0,949.5,12.02
Pascal Siakam,81,589,364,159,62,42,29,67,0,0,0,0,973.0,12.01
Fred VanVleet,76,656,184,243,68,19,108,74,0,0,0,0,909.0,11.96
P.J. Tucker,82,502,457,77,78,26,115,74,0,0,3,0,979.5,11.95
Montrezl Harrell,76,836,306,74,36,52,1,68,0,0,0,0,906.5,11.93
Ed Davis,78,414,575,40,32,52,0,66,0,0,6,0,930.0,11.92
Andre Roberson,39,194,185,46,45,35,8,30,0,0,0,0,462.0,11.85
Wayne Ellington,77,864,218,79,53,8,227,52,0,0,0,0,912.5,11.85
Reggie Bullock Jr.,62,698,154,95,47,13,125,47,0,0,0,0,733.5,11.83
Skal Labissiere,60,523,287,72,25,49,18,73,0,0,3,0,707.5,11.79
Tomas Satoransky,73,524,233,286,52,15,47,83,0,0,0,0,855.5,11.72
Markelle Fultz,14,100,43,53,12,4,0,17,0,0,1,1,164.0,11.71
Bam Adebayo,69,477,381,101,32,41,0,66,0,0,7,0,807.5,11.7
David Nwaba,70,555,326,104,59,29,18,77,0,0,3,0,818.5,11.69
D.J. Augustin,75,766,160,287,54,0,114,123,0,0,2,0,874.0,11.65
Joe Harris,78,846,260,128,35,20,150,91,0,0,2,0,907.0,11.63
T.J. McConnell,76,478,226,303,92,13,27,112,0,0,2,1,883.5,11.62
Mike James,36,336,90,126,28,7,26,49,0,0,0,0,418.0,11.61
Terrence Ross,24,209,73,38,27,11,30,29,0,0,0,0,277.5,11.56
Andrew Harrison,56,533,131,177,38,26,47,81,0,0,0,0,645.0,11.52
Dillon Brooks,82,898,257,135,73,17,94,124,0,0,0,0,944.0,11.51
Marco Belinelli,80,971,151,148,66,12,149,94,0,0,0,0,921.0,11.51
Jae Crowder,80,773,275,99,64,21,110,74,0,0,0,0,911.5,11.39
Josh Hart,63,496,263,80,47,16,78,47,0,0,8,0,717.0,11.38
Jakob Poeltl,82,567,393,57,39,100,1,85,0,0,4,0,931.0,11.35
Bismack Biyombo,82,468,468,66,21,95,0,84,0,0,7,0,923.0,11.26
Michael Kidd-Gilchrist,74,681,302,71,51,32,0,53,0,0,2,0,828.5,11.2
Nerlens Noel,30,131,168,20,31,22,0,26,0,0,2,0,335.5,11.18
Jeff Green,78,846,246,99,41,34,53,75,0,0,1,0,870.5,11.16
Isaiah Canaan,20,172,45,76,16,1,22,29,0,0,0,0,223.0,11.15
Mike Muscala,53,405,230,51,31,27,62,42,0,0,2,0,590.5,11.14
Jerami Grant,81,682,319,57,31,77,32,54,0,0,2,0,897.0,11.07
Cody Zeller,33,233,177,31,14,21,2,33,0,0,1,0,363.5,11.02
Jonathan Isaac,27,145,99,18,33,30,16,27,0,0,0,0,296.5,10.98
Patty Mills,82,819,154,229,55,11,154,106,0,0,0,0,895.5,10.92
Tyler Ulis,71,554,128,311,70,7,42,127,0,0,4,0,768.0,10.82
David West,73,495,238,138,47,75,3,80,0,0,0,0,789.0,10.81
Tristan Thompson,53,307,352,33,16,17,0,36,0,0,3,0,571.5,10.78
Jarell Martin,73,565,318,73,39,49,34,86,0,0,2,0,782.5,10.72
JR Smith,80,662,235,141,68,11,143,81,0,0,0,0,855.5,10.69
Mario Chalmers,66,507,157,197,79,14,53,117,0,0,1,0,704.0,10.67
Shelvin Mack,69,473,166,272,54,8,48,89,0,0,1,0,734.5,10.64
Shabazz Napier,74,644,170,150,81,14,82,90,0,0,0,0,783.0,10.58
Nemanja Bjelica,67,454,274,86,50,16,76,52,0,0,1,0,706.0,10.54
Garrett Temple,65,547,152,124,57,27,89,79,0,0,0,0,683.0,10.51
Josh Gray,5,32,10,12,8,2,3,7,0,0,0,0,52.5,10.5
Jeremy Lin,1,18,0,4,0,0,1,3,0,0,0,0,10.5,10.5
Richaun Holmes,48,311,211,61,20,29,4,25,0,0,1,0,503.5,10.49
Dragan Bender,82,531,361,130,22,53,118,112,0,0,3,0,856.5,10.45
Shaquille Harrison,23,152,61,55,26,7,6,22,0,0,1,0,240.0,10.43
Quinn Cook,33,312,82,89,12,1,46,32,0,0,0,0,344.0,10.42
Aron Baynes,81,482,434,93,22,51,3,80,0,0,4,0,839.5,10.36
Evan Turner,79,649,244,173,47,29,42,99,0,0,0,0,815.5,10.32
Luc Mbah a Moute,61,460,186,55,72,25,63,68,0,0,0,0,628.5,10.3
Anthony Tolliver,79,703,241,90,32,21,159,58,0,0,1,0,811.0,10.27
CJ Miles,70,699,152,55,37,21,164,39,0,0,0,0,715.5,10.22
Luke Kornet,20,134,64,26,6,16,28,12,0,0,1,0,204.0,10.2
Emmanuel Mudiay,64,553,152,206,41,11,47,113,0,0,1,0,650.0,10.16
Amir Johnson,74,342,330,118,45,44,10,55,0,0,1,0,748.0,10.11
Frank Mason III,52,413,130,147,34,10,31,65,0,0,0,0,522.0,10.04
Jordan Bell,57,262,207,102,35,56,0,51,0,0,1,0,572.0,10.04
Kyle Korver,73,672,165,88,31,27,164,55,0,0,0,0,732.0,10.03
Marquis Teague,3,11,6,13,4,0,1,3,0,0,0,0,30.0,10.0
Gorgui Dieng,79,470,360,71,45,39,19,59,0,0,2,0,786.5,9.96
Al Jefferson,36,252,143,30,16,23,0,21,0,0,1,0,357.0,9.92
Wesley Johnson,74,403,216,61,76,62,60,55,0,0,1,0,730.5,9.87
Aaron Harrison,9,60,24,11,9,2,9,3,0,0,0,0,88.5,9.83
Noah Vonleh,54,264,311,34,19,17,20,31,0,0,3,0,531.0,9.83
Manu Ginobili,65,576,142,163,43,16,64,105,0,0,0,0,638.0,9.82
Maurice Harkless,59,385,162,53,48,43,49,40,0,0,0,0,574.0,9.73
Trevor Booker,68,428,318,82,28,21,8,59,0,0,4,0,661.0,9.72
Chandler Parsons,36,284,90,69,18,11,51,35,0,0,0,0,349.5,9.71
Johnathan Motley,11,96,49,7,3,2,1,9,0,0,1,0,106.5,9.68
Daniel Theis,63,331,274,56,30,48,18,56,0,0,2,0,606.5,9.63
Tyler Zeller,66,441,305,47,15,35,10,47,0,0,0,0,630.5,9.55
Zaza Pachulia,69,373,321,109,38,17,0,72,0,0,2,0,656.5,9.51
Dante Cunningham,73,417,298,48,39,30,58,33,0,0,1,0,689.5,9.45
Jamal Crawford,80,822,99,185,40,9,104,95,0,0,0,0,750.0,9.38
Dante Exum,14,114,26,43,8,3,5,20,0,0,0,0,130.5,9.32
Devin Harris,71,595,127,152,47,12,79,76,0,0,0,0,658.0,9.27
Frank Ntilikina,78,463,177,250,65,18,50,131,0,0,1,0,719.5,9.22
Kenneth Faried,32,188,153,18,12,13,0,23,0,0,3,0,295.0,9.22
Emeka Okafor,26,114,120,8,8,25,0,13,0,0,0,0,238.0,9.15
Luke Kennard,73,558,176,124,44,13,81,69,0,0,1,0,665.5,9.12
Quincy Acy,70,411,257,57,33,29,102,60,0,0,0,0,634.5,9.06
James Ennis III,72,512,224,71,47,18,51,56,0,0,1,0,651.5,9.05
Tony Parker,55,421,95,195,28,1,10,68,0,0,0,0,495.5,9.01
Alan Williams,5,20,22,8,5,1,0,7,0,0,0,0,45.0,9.0
Xavier Rathan-Mayes,5,29,5,18,6,3,1,11,0,0,0,0,45.0,9.0
Tyus Jones,82,416,132,232,95,6,45,59,0,0,0,0,737.5,8.99
Raymond Felton,82,565,156,203,49,16,81,76,0,0,0,0,736.0,8.98
Mike Scott,76,668,247,80,23,10,66,79,0,0,0,0,681.0,8.96
Myke Henry,20,107,38,22,31,6,19,19,0,0,0,0,178.0,8.9
Michael Carter-Williams,52,239,138,116,44,23,14,52,0,0,0,0,462.5,8.89
Tony Snell,75,516,141,98,47,28,108,36,0,0,0,0,665.0,8.87
Brandan Wright,28,139,95,13,13,26,0,8,0,0,0,0,247.5,8.84
Deyonta Davis,62,360,250,40,15,39,0,32,0,0,1,0,547.0,8.82
JaKarr Sampson,22,103,78,9,8,22,5,8,0,0,0,0,193.0,8.77
Alec Burks,64,494,192,67,37,8,47,60,0,0,0,0,559.5,8.74
Malcolm Delaney,54,338,100,163,35,6,46,66,0,0,0,0,471.0,8.72
Danuel House Jr.,23,152,76,25,7,6,15,11,0,0,0,0,199.5,8.67
Salah Mejri,61,214,246,35,22,67,0,39,0,0,1,0,528.0,8.66
Vince Carter,58,313,148,69,42,26,57,36,0,0,0,0,502.0,8.66
Dorian Finney-Smith,21,123,75,26,10,4,20,21,0,0,1,0,180.5,8.6
Wayne Selden,35,325,56,66,18,5,49,54,0,0,0,0,301.0,8.6
Troy Williams,21,133,63,16,20,4,11,19,0,0,0,0,180.0,8.57
Ivan Rabb,36,201,158,32,12,13,0,35,0,0,3,0,308.5,8.57
Maxi Kleber,72,386,234,51,26,47,40,30,0,0,1,0,615.0,8.54
Darius Miller,82,637,164,111,28,17,147,58,0,0,0,0,699.0,8.52
Brandon Jennings,14,73,31,44,6,4,9,18,0,0,1,0,119.0,8.5
Khem Birch,42,178,180,34,15,21,0,21,0,0,3,0,357.0,8.5
Ben McLemore,56,422,139,51,38,15,55,61,0,0,0,0,473.5,8.46
Jameer Nelson,50,247,104,179,27,4,41,67,0,0,0,0,422.0,8.44
Marreese Speights,52,402,133,40,8,22,86,40,0,0,1,0,438.0,8.42
Omri Casspi,53,300,200,51,18,19,10,37,0,0,3,0,446.0,8.42
Jamil Wilson,15,105,32,10,5,8,27,8,0,0,0,0,126.0,8.4
Joe Johnson,55,372,172,83,18,7,40,49,0,0,0,0,462.0,8.4
Nene,52,340,176,45,28,14,0,38,0,0,0,0,437.0,8.4
Jerryd Bayless,39,307,80,54,23,6,54,46,0,0,0,0,326.5,8.37
Royce O'Neale,69,343,236,95,36,16,42,55,0,0,1,0,573.5,8.31
Eric Moreland,67,143,278,78,31,51,0,41,0,0,2,0,552.5,8.25
DeAndre' Bembry,26,136,72,49,21,12,11,47,0,0,0,0,213.5,8.21
Justin Jackson,68,453,187,74,28,13,57,40,0,0,0,0,558.0,8.21
Mirza Teletovic,10,71,23,10,4,1,21,7,0,0,0,0,82.0,8.2
Kevon Looney,66,267,215,42,34,56,1,31,0,0,0,0,540.0,8.18
Thon Maker,74,356,225,46,38,53,31,44,0,0,0,0,602.5,8.14
Tyler Dorsey,56,405,130,79,17,5,72,37,0,0,0,0,454.5,8.12
Cristiano Felicio,55,308,233,55,16,11,0,54,0,0,3,0,445.0,8.09
Doug McDermott,81,630,200,79,19,16,92,56,0,0,0,0,654.0,8.07
Isaiah Taylor,67,445,94,206,34,10,20,84,0,0,0,0,536.5,8.01
Devin Robinson,1,2,5,0,1,0,0,0,0,0,0,0,8.0,8.0
Omari Johnson,4,22,11,7,2,0,4,3,0,0,0,0,32.0,8.0
Ian Mahinmi,77,366,312,53,38,42,0,100,0,0,1,0,609.0,7.91
Troy Daniels,79,703,127,48,26,5,183,56,0,0,0,0,624.0,7.9
Ekpe Udoh,63,162,150,53,43,74,0,20,0,0,0,0,498.0,7.9
Willy Hernangomez,48,246,183,33,18,16,5,35,0,0,4,0,378.5,7.89
OG Anunoby,74,438,184,55,52,14,73,45,0,0,0,0,581.5,7.86
Jack Cooley,7,40,30,6,1,0,0,3,0,0,0,0,55.0,7.86
Jonas Jerebko,74,429,246,42,24,12,65,27,0,0,0,0,580.0,7.84
Corey Brewer,72,380,154,65,79,14,31,49,0,0,0,0,561.5,7.8
Tim Frazier,59,176,115,194,47,7,17,57,0,0,0,0,456.5,7.74
