Player,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Zach Collins,69,776,370,194,34,52,58,132,0,0,3,0,1024.0,14.84
De'Andre Hunter,57,891,222,87,40,16,117,83,0,0,3,0,845.0,14.82
Buddy Hield,84,1013,269,236,70,42,219,103,0,0,1,0,1243.0,14.8
Aaron Nesmith,72,877,275,108,65,49,140,64,0,0,1,0,1056.5,14.67
Andrew Wiggins,71,939,321,119,42,41,91,87,0,0,3,0,1037.0,14.61
GG Jackson,48,699,196,59,28,24,102,65,1,0,2,0,697.5,14.53
Marvin Bagley III,50,583,312,55,20,33,9,59,0,0,10,0,720.0,14.4
Rui Hachimura,68,923,294,81,41,25,98,46,0,0,4,0,975.5,14.35
Ayo Dosunmu,76,924,216,242,68,36,119,103,0,0,1,0,1085.5,14.28
Gary Trent Jr.,71,974,188,119,77,10,178,47,0,0,1,0,1011.0,14.24
T.J. McConnell,71,727,191,390,72,8,18,108,0,0,4,0,1009.5,14.22
Spencer Dinwiddie,76,795,205,356,51,22,124,91,0,0,4,0,1079.5,14.2
Royce O'Neale,79,608,377,219,59,44,156,73,0,0,4,0,1115.0,14.11
Cole Anthony,81,937,311,236,64,37,93,126,0,0,3,0,1141.0,14.09
Robert Williams III,6,41,38,5,7,7,0,7,0,0,0,0,84.5,14.08
Paul Reed,82,600,488,109,67,84,21,67,0,0,8,0,1150.5,14.03
Bennedict Mathurin,59,856,234,119,35,14,80,97,0,0,3,0,825.0,13.98
Precious Achiuwa,74,565,487,97,46,68,26,83,0,0,9,0,1033.5,13.97
Tre Mann,41,382,149,165,51,3,47,65,0,0,0,0,571.5,13.94
Bruce Brown,67,726,284,192,59,17,53,86,0,0,2,0,933.5,13.93
Jaime Jaquez Jr.,75,889,285,195,77,20,65,110,0,0,1,0,1042.0,13.89
Cody Martin,28,211,109,104,32,18,27,44,0,0,1,0,389.0,13.89
Tim Hardaway Jr.,79,1139,254,139,42,6,211,69,1,0,0,0,1096.0,13.87
Jabari Walker,72,638,508,71,42,22,41,66,0,0,11,0,991.5,13.77
Kevin Love,55,485,338,115,18,10,84,48,0,0,6,0,751.5,13.66
Kyle Lowry,60,487,194,253,59,21,98,85,0,0,3,0,817.5,13.62
Duncan Robinson,68,875,173,192,46,16,187,95,0,0,0,0,925.0,13.6
Luguentz Dort,79,860,284,113,72,47,156,74,0,0,0,0,1069.0,13.53
Kevin Huerter,64,655,224,166,45,23,123,53,0,0,2,0,864.0,13.5
Caleb Martin,64,640,281,143,47,29,81,77,0,0,2,0,861.5,13.46
Kentavious Caldwell-Pope,76,766,183,183,98,42,125,75,0,0,0,0,1016.5,13.38
Keyonte George,75,974,211,332,36,7,147,188,0,0,1,0,1002.5,13.37
Dorian Finney-Smith,68,580,317,107,56,38,117,59,0,0,0,0,901.5,13.26
Grant Williams,76,784,318,174,44,39,126,109,0,0,2,0,1006.0,13.24
Dillon Brooks,72,915,246,119,64,10,133,88,0,0,1,0,950.0,13.19
Jalen Smith,61,601,337,63,17,38,61,44,0,0,5,0,802.0,13.15
Patrick Williams,43,429,166,66,40,33,59,57,0,0,0,0,565.0,13.14
Malik Beasley,79,889,290,108,59,9,224,54,0,0,1,0,1037.5,13.13
Luke Kennard,39,429,113,136,20,2,107,54,0,0,0,0,507.0,13.0
Killian Hayes,42,289,119,205,36,20,22,51,0,0,0,0,540.5,12.87
Corey Kispert,80,1070,225,156,41,16,184,98,0,0,1,0,1025.0,12.81
Talen Horton-Tucker,51,516,121,177,45,19,60,65,0,0,1,0,650.0,12.75
Kyle Anderson,79,506,273,331,71,47,11,91,0,0,0,0,1007.5,12.75
Payton Pritchard,82,787,265,281,39,6,147,61,0,0,3,0,1045.0,12.74
Gordon Hayward,51,500,181,158,40,13,37,66,0,0,0,0,647.5,12.7
Trayce Jackson-Davis,68,540,341,82,29,76,0,49,0,0,6,0,860.0,12.65
Bojan Bogdanovic,57,868,152,97,30,5,133,101,0,0,1,0,719.5,12.62
Jake LaRavia,35,379,128,58,29,12,53,45,0,0,2,0,441.0,12.6
Obi Toppin,82,843,320,128,47,43,102,69,0,0,1,0,1032.5,12.59
Cam Whitmore,47,579,180,33,30,17,79,46,0,0,1,0,591.0,12.57
Norman Powell,76,1056,195,82,43,22,167,66,0,0,0,0,952.5,12.53
Simone Fontecchio,66,692,246,101,44,23,134,68,0,0,0,0,826.0,12.52
Bilal Coulibaly,63,532,256,110,57,48,64,87,0,0,1,0,788.0,12.51
Dyson Daniels,61,354,236,164,85,25,42,59,0,0,1,0,760.0,12.46
Day'Ron Sharpe,61,415,389,85,24,44,4,70,0,0,6,0,755.5,12.39
Eric Gordon,68,749,122,139,66,30,150,73,0,0,0,0,829.5,12.2
Jonathan Isaac,58,393,260,30,43,70,42,27,0,0,0,0,706.5,12.18
Jordan Goodwin,57,368,253,155,48,18,42,56,0,0,4,0,693.0,12.16
Harrison Barnes,82,1000,249,99,54,12,149,58,0,0,0,0,996.5,12.15
Jaden McDaniels,72,757,224,101,63,42,86,87,0,0,0,0,869.5,12.08
Isaac Okoro,69,647,206,132,57,34,84,54,0,0,0,0,831.5,12.05
John Konchar,55,235,257,110,51,51,38,46,0,0,1,0,662.5,12.05
Taylor Hendricks,40,292,185,32,28,30,53,27,0,0,1,0,479.5,11.99
Toumani Camara,70,527,343,87,66,33,58,84,0,0,2,0,838.5,11.98
Dalano Banton,54,557,178,127,33,20,59,77,0,0,2,0,644.0,11.93
Josh Richardson,43,425,121,105,24,14,66,36,0,0,0,0,511.5,11.9
Larry Nance Jr.,61,350,307,113,61,19,27,49,0,0,2,0,721.5,11.83
Dennis Smith Jr.,56,369,164,203,68,12,32,68,0,0,3,0,662.5,11.83
Andrew Nembhard,68,626,141,280,63,6,61,101,0,0,1,0,802.5,11.8
Trey Jemison III,25,171,134,27,12,28,0,34,0,0,1,0,293.5,11.74
Nicolas Batum,60,320,248,128,48,38,73,40,0,0,0,0,704.5,11.74
Maozinha Pereira,7,48,37,2,6,4,5,5,0,0,1,0,81.5,11.64
Sam Hauser,79,712,276,82,40,25,197,32,0,0,0,0,910.5,11.53
Moritz Wagner,80,868,347,96,39,21,38,97,0,0,3,0,922.0,11.53
Reggie Jackson,82,833,155,308,44,13,102,106,0,0,2,0,940.5,11.47
Kris Dunn,66,357,189,254,68,28,41,79,0,0,1,0,756.0,11.45
Nikola Jović,46,352,192,90,25,14,65,42,0,0,0,0,526.5,11.45
Markelle Fultz,43,335,138,120,42,15,4,50,0,0,0,0,491.5,11.43
Dario Saric,64,515,283,144,31,10,74,78,0,0,2,0,727.5,11.37
Taurean Prince,78,697,230,119,58,35,141,73,0,0,0,0,881.0,11.29
Kobi Simmons,4,20,7,12,6,2,2,1,0,0,0,0,45.0,11.25
Zavier Simpson,7,42,20,25,7,3,5,10,0,0,0,0,78.5,11.21
Duop Reath,68,617,250,67,33,38,88,52,0,0,1,0,760.5,11.18
Matisse Thybulle,65,354,136,90,113,49,80,40,0,0,0,0,727.0,11.18
Josh Green,57,469,184,130,47,9,72,60,0,0,0,0,636.5,11.17
DeJon Jarreau,9,43,44,26,6,2,4,9,0,0,0,0,100.5,11.17
Goga Bitadze,62,311,286,79,32,72,2,44,0,0,5,0,690.5,11.14
Xavier Tillman,54,284,211,77,51,44,20,34,0,0,2,0,598.0,11.07
Derrick Jones Jr.,76,657,250,75,53,51,82,65,0,0,2,0,839.5,11.05
Tristan Vukcevic,10,85,36,13,5,7,10,10,0,0,0,0,110.5,11.05
Nickeil Alexander-Walker,82,655,167,204,64,42,131,76,0,0,0,0,900.0,10.98
Christian Wood,50,347,254,49,16,33,35,50,0,0,2,0,544.0,10.88
Patrick Beverley,73,451,239,212,43,31,61,65,0,0,2,0,792.0,10.85
Terance Mann,75,658,254,119,43,15,71,48,0,0,2,0,807.5,10.77
Christian Braun,82,600,306,132,42,35,63,55,0,0,2,0,870.5,10.62
Trey Lyles,58,419,257,72,17,19,84,38,0,0,1,0,615.5,10.61
Jarred Vanderbilt,29,150,138,36,36,5,8,28,0,0,0,0,307.0,10.59
Kevon Looney,74,334,419,133,28,29,0,50,0,0,1,0,784.0,10.59
Isaiah Jackson,60,383,238,50,34,61,0,39,0,0,4,0,634.5,10.57
Jose Alvarado,56,397,128,117,59,15,78,40,0,0,0,0,590.5,10.54
Georges Niang,82,768,278,98,30,18,149,72,0,0,0,0,858.5,10.47
Peyton Watson,80,532,258,86,42,88,45,58,0,0,0,0,834.5,10.43
James Wiseman,63,446,336,54,12,39,0,66,0,0,7,0,656.0,10.41
Naji Marshall,66,466,240,128,49,12,58,65,0,0,0,0,687.0,10.41
Jontay Porter,26,115,82,60,20,20,20,21,0,0,0,0,268.5,10.33
Dean Wade,54,291,218,43,40,25,79,20,0,0,0,0,556.0,10.3
Alec Burks,66,689,150,88,28,12,124,48,0,0,0,0,676.5,10.25
Robert Covington,29,127,97,24,39,18,19,11,0,0,0,0,297.0,10.24
Luke Kornet,63,334,261,67,23,61,1,21,0,0,1,0,643.5,10.21
Ziaire Williams,51,420,180,75,36,9,58,66,0,0,1,0,519.0,10.18
Marcus Sasser,71,586,125,236,44,12,90,90,0,0,1,0,722.0,10.17
Daniel Theis,60,376,244,61,21,51,26,42,0,0,1,0,609.0,10.15
Lonnie Walker IV,58,565,127,74,32,20,104,51,0,0,0,0,588.5,10.15
Bismack Biyombo,40,174,209,53,11,37,0,42,0,0,2,0,405.0,10.12
Justin Champagnie,15,89,53,19,10,9,13,10,0,0,0,0,151.0,10.07
Dante Exum,55,428,149,157,22,5,53,49,0,0,0,0,551.5,10.03
Cason Wallace,82,561,187,120,76,37,98,45,0,0,0,0,817.5,9.97
Torrey Craig,53,303,217,58,30,21,60,32,0,0,1,0,527.5,9.95
Julian Champagnie,74,504,206,103,48,42,101,57,0,0,0,0,734.5,9.93
Haywood Highsmith,66,405,210,70,53,30,76,34,0,0,0,0,652.5,9.89
Neemias Queta,28,154,122,20,13,21,0,13,0,0,2,0,276.0,9.86
Kris Murray,62,376,224,80,53,21,49,55,0,0,1,0,610.5,9.85
Bruno Fernando,45,282,193,46,25,28,0,44,0,0,0,0,442.0,9.82
Moses Moody,66,533,196,57,42,24,72,44,0,0,0,0,643.5,9.75
Isaiah Joe,78,636,180,99,46,22,147,47,0,0,0,0,759.5,9.74
RaiQuan Gray,3,23,7,6,1,1,3,1,0,0,0,0,29.0,9.67
Jae Crowder,50,312,161,66,38,9,58,23,0,0,0,0,483.0,9.66
Lamar Stevens,38,272,127,28,23,22,14,24,0,0,0,0,364.0,9.58
Chimezie Metu,51,332,194,46,43,16,28,52,0,0,1,0,487.0,9.55
Mo Bamba,57,253,238,41,22,60,25,39,0,0,1,0,544.0,9.54
Mason Plumlee,46,244,234,55,14,17,0,36,0,0,2,0,439.0,9.54
Pat Connaughton,76,428,239,161,40,19,82,49,0,0,0,0,724.0,9.53
Mouhamed Gueye,6,24,22,4,5,4,3,1,0,0,0,0,56.5,9.42
Vasilije Micic,60,422,88,262,31,7,43,99,0,0,4,0,563.5,9.39
Delon Wright,47,210,86,119,54,11,25,14,0,0,0,0,438.5,9.33
Sam Merrill,61,485,120,108,19,4,143,19,0,0,0,0,569.0,9.33
Miles McBride,68,562,100,114,50,7,109,30,0,0,0,0,633.5,9.32
Drew Eubanks,75,379,322,63,27,61,3,61,0,0,0,0,691.0,9.21
Gary Harris,54,372,91,87,49,14,76,31,0,0,0,0,497.0,9.2
Vít Krejčí,22,135,52,50,13,6,28,20,0,0,0,0,201.5,9.16
Keon Ellis,57,310,124,85,51,29,70,37,0,0,0,0,522.0,9.16
Chris Boucher,50,322,207,23,14,24,31,28,0,0,0,0,454.5,9.09
Jahmi'us Ramsey,7,47,22,8,7,0,6,7,0,0,0,0,63.5,9.07
Maxi Kleber,43,191,143,68,17,30,32,28,0,0,1,0,389.5,9.06
Cameron Payne,78,578,117,205,42,11,104,66,0,0,1,0,704.0,9.03
Malaki Branham,75,690,148,156,27,8,93,91,0,0,0,0,674.5,8.99
Derrick Rose,24,191,45,78,8,2,15,31,0,0,0,0,215.0,8.96
Brice Sensabaugh,32,241,102,55,13,6,34,47,0,0,1,0,286.5,8.95
Noah Clowney,23,133,81,18,8,16,12,15,0,0,1,0,205.5,8.93
Evan Fournier,32,220,58,48,29,7,33,21,0,0,0,0,283.5,8.86
Javon Freeman-Liberty,22,153,70,40,10,4,10,25,0,0,0,0,194.5,8.84
Cedi Osman,72,489,180,119,36,11,86,47,0,0,0,0,633.5,8.8
Malik Williams,7,19,38,2,3,4,1,3,0,0,0,0,61.0,8.71
Aleksej Pokusevski,28,146,89,35,15,13,18,19,0,0,0,0,243.0,8.68
Gradey Dick,60,510,132,68,34,2,88,50,0,0,0,0,521.0,8.68
Richaun Holmes,40,199,182,25,11,19,1,24,0,0,4,0,347.0,8.68
Quentin Grimes,51,359,100,66,35,7,81,28,0,0,0,0,442.0,8.67
Darius Bazley,9,48,28,7,6,7,2,8,0,0,0,0,78.0,8.67
Ochai Agbaji,78,455,216,83,47,44,62,64,0,0,0,0,675.5,8.66
Jared Butler,40,251,58,126,29,8,24,50,0,0,1,0,346.5,8.66
Charles Bassey,19,63,76,21,8,17,0,15,0,0,0,0,163.5,8.61
Gary Payton II,44,240,113,48,39,18,20,27,0,0,0,0,378.0,8.59
Tosan Evbuomwan,17,101,60,16,6,5,12,9,0,0,0,0,145.5,8.56
Aaron Wiggins,78,542,186,86,56,19,62,56,0,0,0,0,668.0,8.56
Bones Hyland,37,256,55,93,26,4,44,44,0,0,1,0,315.0,8.51
Jordan Nwora,52,364,149,62,26,13,44,53,0,0,2,0,442.0,8.5
Jaylin Williams,69,276,234,110,28,27,53,34,0,0,0,0,584.5,8.47
David Roddy,65,425,211,80,27,11,48,57,0,0,0,0,546.5,8.41
Trendon Watford,63,432,194,81,23,19,27,63,0,0,1,0,526.5,8.36
Jacob Gilyard,41,173,46,137,33,5,51,30,0,0,0,0,341.0,8.32
Monte Morris,33,164,57,69,19,9,27,7,0,0,0,0,270.5,8.2
Joe Ingles,68,296,142,203,43,5,70,67,0,0,0,0,557.0,8.19
Thaddeus Young,33,137,103,57,23,5,1,15,0,0,0,0,270.0,8.18
Jordan Hawkins,67,524,148,70,19,7,109,40,0,0,0,0,546.5,8.16
Jock Landale,56,274,172,65,20,33,10,31,0,0,1,0,455.0,8.12
