"#","Player","Pos","Team","GP","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"58","Mack Hollins","WR","NE","15","1.3","7.8","6.7","7.4","0","4.8","7.3","15.9","2.9","16.6","10.4","5","5.3","BYE","8.1","13.9","-","-","7.6","113.4"
"59","Xavier Worthy","WR","KC","14","0","-","-","17.1","11.1","10.6","7.8","10.3","6","BYE","5.5","9.9","11.4","8.5","5.5","6.1","0.1","-","7.9","109.9"
"60","Keon Coleman","WR","BUF","13","25.2","5.6","5","7.5","10.3","4.1","BYE","6","3.7","13.6","-","-","8.9","3.6","0","-","-","8.9","7.9","102.4"
"61","Jalen Nailor","WR","LV","17","3.8","6.1","6.7","9.2","7.2","-","5.7","0","2.6","23.4","2.6","0","0","6","19.5","0","0","7.9","5.9","100.7"
"62","Garrett Wilson","WR","NYJ","7","22.5","9","24.4","20.2","19.1","4.3","-","-","BYE","0","-","-","-","-","-","-","-","-","14.2","99.5"
"63","Darius Slayton","WR","NYG","14","0","8.1","7","7.4","4.1","-","-","4.6","11.2","12.9","-","3.3","14.1","BYE","9.3","1.8","5.6","9.4","7.1","98.8"
"64","Xavier Hutchinson","WR","HOU","17","5.5","4.9","4.6","3.7","16.8","BYE","2.3","17.9","6","0","7.2","0.9","5.9","0","2.6","1.4","4.9","13.4","5.8","98"
"65","DeMario Douglas","WR","NE","17","8.2","1.8","2.7","0","3.7","16.1","4.7","5.7","20","5.4","6.1","6.1","6.3","BYE","0.5","1.6","2","4.9","5.6","95.8"
"66","Marvin Mims Jr.","WR","DEN","16","2.2","10.4","1.4","20.5","3.9","4.8","15.8","1.8","0","-","0.2","BYE","3.7","7.7","7.7","5.9","4","3","5.8","93"
"67","Tez Johnson","WR","TB","16","0","-","0","2.3","10.1","11.5","15.8","9.3","BYE","20.2","1.6","12.3","1.5","0","0","0.9","3.9","3.2","5.8","92.6"
"68","Kendrick Bourne","WR","ARI","16","-","6.2","7.8","2.7","24.2","19.2","3.4","7.4","5.4","2.9","0","0","0","-","3.7","5.7","3.5","0","5.8","92.1"
"69","Jalen Coker","WR","CAR","11","-","-","-","-","-","-","0","6.6","1.9","5.1","11.2","6.2","17.4","BYE","14","7.7","3.6","16.7","8.2","90.4"
"70","Andrei Iosivas","WR","CIN","17","0","2.2","0","3.7","13.2","1.5","7.9","0","18","BYE","5","10.6","9.9","3.7","0","3.1","8.1","3","5.3","89.9"
"71","Xavier Legette","WR","CAR","15","4","0.8","-","-","11.1","3.1","24.2","3.7","3.2","0","18.3","5.2","1.1","BYE","5.9","2.2","1.3","5.2","6","89.3"
"72","Ricky Pearsall","WR","SF","10","14.8","9.2","19.7","8.6","-","-","-","-","0","-","1","2.8","3.4","BYE","15.6","-","13.5","-","8.9","88.6"
"73","Adonai Mitchell","WR","NYJ","16","4.1","4","0","10.6","0","-","1.8","0","1.7","-","2","6.2","24.2","3.4","17.4","7.3","5.2","0","5.5","87.9"
"74","Calvin Austin III","WR","NYG","14","17","3.2","12.4","3.3","-","-","-","6.8","10.6","3.4","1.5","7.6","0","4.1","0","1.8","-","14.5","6.2","86.2"
"75","Mike Evans","WR","SF","8","10.1","10.6","13.3","-","-","-","0","-","-","-","-","-","-","BYE","19.2","14.1","12.1","5.4","10.6","84.8"
"75","Olamide Zaccheaus","WR","ATL","16","8.2","4.1","6.6","9.1","BYE","4.8","2.9","10.3","17.8","1.5","0","1.6","3.9","8.7","0","5.3","-","0","5.3","84.8"
"77","KaVontae Turpin","WR","DAL","15","4.7","15.3","8.8","6.4","-","-","2.7","0.8","3.3","BYE","1","4.2","8.1","5","3.2","4.7","15.6","0.7","5.6","84.5"
"78","Chris Godwin Jr.","WR","TB","9","-","-","-","5.6","5.6","-","-","-","BYE","-","-","2.9","10.8","10.5","14","8","23.8","1.8","9.2","83"
"79","Darnell Mooney","WR","FA","15","-","4","8.4","2.5","-","-","9.8","2.1","2.5","2.7","6.4","16.4","4.5","1.6","6.5","4.4","5.5","5","5.5","82.3"
"80","Sterling Shepard","WR","FA","13","6.9","7.4","12","4","11.9","7.1","7.5","1.8","-","6.1","10.1","4.2","1.5","1.5","-","-","-","-","6.3","82"
"81","Tyquan Thornton","WR","KC","14","6.1","13.9","18.1","8.1","12","0","4.9","0","0","BYE","7.1","0","0","3.9","6.7","-","-","-","5.8","80.8"
"82","Isaac TeSlaa","WR","DET","17","8.3","3.9","0","0","8.2","0","0","BYE","0","2.1","0","0","11.5","10","0","15.2","13.9","2.8","4.5","75.9"
"83","Dontayvion Wicks","WR","GB","14","5","8.4","4.1","3.9","BYE","3.5","1.5","-","-","7.8","1.9","5.2","28","0","1.6","3.2","1.7","-","5.4","75.8"
"84","Greg Dortch","WR","FA","12","0.8","2.1","2.8","7.9","3.2","9.9","2.5","-","0.9","6.2","18.6","16.8","3.4","-","-","-","-","-","6.3","75.1"
"85","Pat Bryant","WR","DEN","15","0","3.8","0","0","0","4.2","1.6","12","4","5.3","13.2","BYE","7.2","7.2","-","9.2","-","7.1","5","74.8"
"86","JuJu Smith-Schuster","WR","FA","17","10.5","1.5","9.5","13.6","3.7","8.7","6.5","4.9","1.2","-","0","1.8","0","1.5","0","2.2","4.6","3.3","4.3","73.5"
"87","Tyler Lockett","WR","LV","17","0","2.9","7.7","0","7.6","1","3.8","BYE","0","9.4","6.3","10.2","2.1","7.1","3","1.6","8.9","1.5","4.3","73.1"
"88","John Metchie III","WR","CAR","16","0","1","1.8","3","0","0","-","0","-","0.6","13.5","18.5","5.7","7.4","6.9","1.4","7.1","5","4.5","71.9"
"89","Matthew Golden","WR","GB","14","3.6","1.5","10.1","11.3","BYE","13.2","7.7","3.4","2.9","-","3.4","-","-","0","8.5","0.4","2.2","1.8","5","70"
"89","Van Jefferson","WR","FA","16","0","3","1.8","1.6","0","11.5","8.1","1.6","3.1","-","11.2","2.1","5","3.7","5.3","4.4","7.6","-","4.4","70"
"91","Tre Harris","WR","LAC","17","2.1","5.4","0","0","0","6.7","4.3","8.8","3.8","2.4","2.2","BYE","6","3.1","7.9","9.4","2.5","4.8","4.1","69.4"
"92","Jaylin Noel","WR","HOU","17","1.7","0","1.4","1","9.8","BYE","11.7","11.3","-0.3","7.5","2.2","1.9","0","3.3","0","0","14.6","2.3","4","68.4"
"93","DeAndre Hopkins","WR","BAL","17","11.5","14.4","2.3","0","6.6","4","BYE","2.4","0","3.6","2.1","3.3","4.5","0","4.2","8.1","0","0","3.9","67"
"94","Kalif Raymond","WR","CHI","15","3.6","3.3","1.4","9.3","0","0","4.7","-","0","9.9","0","5.7","-","-","3","16.2","1.5","8.2","4.5","66.8"
"95","Devaughn Vele","WR","NO","13","2.3","7.3","-","0","3.3","0","0","2","0","2.5","BYE","6.7","23.3","7","11.9","-","-","-","5.1","66.3"
"96","Tory Horton","WR","SEA","8","0","11.2","18.2","2","12.9","0","0","BYE","20.8","-","-","-","-","-","-","-","-","-","8.1","65.1"
