Player,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Alex Len,64,423,260,49,20,64,8,55,0,0,2,0,639.5,9.99
Jordan McLaughlin,51,256,108,193,51,6,33,51,0,0,0,0,508.5,9.97
Terence Davis,61,533,154,83,44,14,98,63,0,0,0,0,605.5,9.93
Markieff Morris,61,407,266,73,22,19,65,54,0,0,2,0,605.0,9.92
Jalen McDaniels,47,346,169,53,28,19,35,45,0,0,2,0,463.5,9.86
Drew Eubanks,54,311,241,42,18,49,2,45,0,0,3,0,531.5,9.84
Wayne Ellington,46,442,85,67,18,9,116,33,0,0,0,0,452.0,9.83
Robin Lopez,71,642,272,55,15,44,5,75,0,0,3,0,696.5,9.81
Jaylen Nowell,42,379,95,62,22,12,50,28,0,0,0,0,411.5,9.8
Torrey Craig,50,274,197,49,28,27,39,25,0,0,2,0,489.5,9.79
Al-Farouq Aminu,23,102,110,31,19,9,8,28,0,0,1,0,225.0,9.78
Svi Mykhailiuk,66,559,163,110,51,12,105,88,0,0,0,0,643.0,9.74
Landry Shamet,61,567,112,99,31,10,129,48,0,0,0,0,593.0,9.72
Dwight Powell,58,342,234,63,36,30,5,40,0,0,1,0,563.5,9.72
Terance Mann,67,472,242,104,29,13,38,40,0,0,2,0,647.0,9.66
Willie Cauley-Stein,53,280,236,35,21,43,1,29,0,0,1,0,511.5,9.65
Goga Bitadze,45,231,150,37,9,60,20,17,0,0,0,0,433.5,9.63
Dean Wade,63,376,215,74,35,21,78,30,0,0,1,0,599.0,9.51
Damion Lee,57,373,180,73,38,8,77,30,0,0,0,0,540.0,9.47
Payton Pritchard,66,510,158,120,37,9,102,53,0,0,0,0,623.0,9.44
Luke Kennard,63,520,161,104,23,9,100,48,0,0,1,0,592.0,9.4
D.J. Augustin,57,438,94,188,28,1,83,65,0,0,0,0,535.5,9.39
DeAndre' Bembry,51,293,146,107,53,18,14,71,0,0,0,0,477.5,9.36
Eric Paschall,40,381,128,51,12,7,18,43,0,0,0,0,373.5,9.34
Denzel Valentine,62,406,197,105,30,7,80,42,0,0,0,0,577.0,9.31
Isaiah Hartenstein,46,236,181,55,19,39,2,44,0,0,1,0,428.0,9.3
Saben Lee,48,267,97,174,32,13,8,55,0,0,0,0,443.5,9.24
Juancho Hernangomez,52,375,205,35,19,7,55,27,0,0,0,0,480.0,9.23
R.J. Hampton,51,354,179,87,21,10,27,53,0,0,3,0,468.5,9.19
Moritz Wagner,45,310,146,50,26,18,31,43,0,0,1,0,412.5,9.17
Alize Johnson,18,94,90,14,5,5,1,9,0,0,2,0,164.5,9.14
Nemanja Bjelica,37,242,127,69,15,5,27,33,0,0,0,0,337.5,9.12
Yogi Ferrell,10,56,19,22,7,3,9,3,0,0,0,0,90.5,9.05
Ed Davis,23,48,115,21,13,13,0,7,0,0,0,0,205.0,8.91
Ignas Brazdeikis,13,91,45,17,4,3,11,12,0,0,0,0,115.0,8.85
P.J. Tucker,52,193,204,61,39,20,40,40,0,0,0,0,459.5,8.84
Jaylen Hoard,19,116,65,24,13,5,0,17,0,0,0,0,166.0,8.74
Josh Okogie,59,316,156,63,54,28,29,43,0,0,0,0,512.5,8.69
Maurice Harkless,37,194,89,44,30,20,23,22,0,0,0,0,319.5,8.64
Frank Jackson,40,390,86,36,15,1,61,34,0,0,0,0,345.5,8.64
Jay Scrubb,4,35,14,1,4,0,2,7,0,0,0,0,34.5,8.62
