Player,GP,PTS,REB,AST,STL,BLK,FG3M,TOV,40-Point Games,50-Point Games,Double Doubles,Triple Doubles,Total Fantasy Points,Fantasy Points Per Game
Dwyane Wade,51,1254,214,354,87,37,22,224,3,0,9,0,1242.0,24.35
David West,76,1564,675,177,62,99,6,165,1,0,29,0,1824.0,24.0
Lamar Odom,77,1094,819,273,75,72,31,156,0,0,44,1,1838.5,23.88
Metta World Peace,57,1168,328,199,133,38,84,148,0,0,6,0,1353.0,23.74
Andre Iguodala,82,1630,446,391,171,49,101,214,0,0,8,0,1936.5,23.62
Pau Gasol,66,1246,553,211,30,98,4,124,1,0,26,0,1548.0,23.45
Vince Carter,76,1622,453,389,93,33,98,181,0,0,9,0,1782.0,23.45
Deron Williams,82,1545,243,862,90,23,83,279,1,0,52,0,1919.0,23.4
Jason Richardson,82,1788,441,258,116,57,243,166,1,0,5,0,1900.5,23.18
Tracy McGrady,66,1427,339,387,68,30,86,160,4,0,5,1,1529.5,23.17
Gerald Wallace,62,1200,373,216,131,58,71,180,1,0,9,0,1432.5,23.1
Andrew Bogut,78,1119,763,199,64,135,0,172,0,0,38,0,1785.5,22.89
Steve Nash,81,1371,282,898,53,5,179,295,0,0,48,0,1824.0,22.52
Andrew Bynum,35,460,356,61,12,72,0,52,0,0,18,0,781.0,22.31
Brad Miller,72,964,681,264,69,74,28,164,0,0,29,0,1592.0,22.11
Joe Johnson,82,1779,367,474,84,18,169,223,0,0,9,0,1805.0,22.01
Emeka Okafor,82,1133,876,70,62,138,0,164,0,0,39,0,1787.5,21.8
Rudy Gay,81,1632,499,158,111,79,134,190,0,0,10,0,1740.0,21.48
Brandon Roy,74,1416,348,430,79,16,73,136,0,0,10,1,1588.5,21.47
Elton Brand,8,141,64,16,3,15,0,17,0,0,2,0,171.5,21.44
Danny Granger,80,1567,486,166,95,84,171,171,0,0,7,0,1715.0,21.44
Zach Randolph,69,1217,710,140,59,16,22,186,0,0,40,0,1473.5,21.36
Manu Ginobili,74,1442,354,332,109,33,156,200,2,0,5,0,1576.0,21.3
Paul Pierce,80,1570,411,363,101,36,143,221,0,0,7,0,1690.5,21.13
Hedo Turkoglu,82,1602,471,409,74,25,166,246,0,0,8,2,1728.0,21.07
Monta Ellis,81,1636,404,315,124,27,12,173,0,0,5,0,1677.0,20.7
Tyson Chandler,79,929,928,81,45,84,0,136,0,0,38,0,1633.5,20.68
LaMarcus Aldridge,76,1350,578,122,55,94,1,126,0,0,19,0,1566.5,20.61
Josh Howard,76,1513,532,164,59,32,67,114,1,0,9,0,1564.0,20.58
Zydrunas Ilgauskas,73,1029,682,104,34,120,0,135,0,0,29,0,1502.5,20.58
Stephen Jackson,73,1466,318,300,92,29,182,197,1,0,1,0,1489.0,20.4
Samuel Dalembert,82,864,849,45,40,192,0,155,0,0,26,0,1661.0,20.26
Rasheed Wallace,77,979,511,137,91,129,112,86,0,0,10,0,1557.5,20.23
Chauncey Billups,78,1324,212,529,101,17,137,160,0,0,13,0,1560.5,20.01
Rashard Lewis,81,1476,437,196,99,38,226,140,0,0,1,0,1619.0,19.99
Mike Dunleavy,82,1565,424,288,86,31,165,190,0,0,5,0,1626.0,19.83
Andre Miller,82,1398,324,565,105,6,3,206,0,0,14,0,1619.5,19.75
Michael Redd,72,1632,309,247,65,13,130,181,2,0,2,0,1416.0,19.67
Gilbert Arenas,13,252,51,66,23,1,22,49,0,0,1,0,254.0,19.54
Corey Maggette,70,1547,394,189,71,7,78,195,0,0,6,0,1362.5,19.46
Kevin Martin,61,1443,273,129,62,5,107,131,2,0,2,0,1184.0,19.41
Jamaal Tinsley,39,464,141,326,66,10,40,130,0,0,11,0,752.0,19.28
Andris Biedrins,76,796,744,75,56,94,0,85,0,0,27,0,1459.0,19.2
Mo Williams,66,1137,230,419,78,10,89,182,0,0,6,0,1262.0,19.12
Jamal Crawford,80,1645,207,398,81,17,176,192,1,0,0,0,1520.5,19.01
Mehmet Okur,72,1047,556,145,55,29,114,104,0,0,23,0,1368.5,19.01
Richard Jefferson,82,1857,342,252,76,21,77,199,0,0,2,0,1558.0,19.0
Shaquille O'Neal,61,832,554,93,32,88,0,181,0,0,21,0,1143.0,18.74
Jermaine O'Neal,42,571,283,93,20,87,0,106,0,0,7,0,776.5,18.49
Mike Miller,70,1147,467,240,35,16,155,182,0,0,13,0,1291.0,18.44
Jose Calderon,82,922,236,678,87,6,79,126,0,0,25,0,1499.5,18.29
Al Horford,81,821,785,124,60,76,0,137,0,0,25,0,1479.5,18.27
Kevin Durant,80,1624,348,192,78,75,59,232,1,0,1,0,1457.5,18.22
Luol Deng,63,1070,394,155,57,29,8,120,0,0,6,0,1146.0,18.19
Raymond Felton,79,1140,236,583,96,12,56,213,0,0,17,0,1437.0,18.19
Tony Parker,69,1295,221,411,55,8,17,164,0,0,3,0,1253.0,18.16
Andrei Kirilenko,72,792,339,285,86,109,44,140,0,0,4,1,1298.0,18.03
Kenyon Martin,71,877,461,90,88,85,2,91,0,0,10,0,1255.5,17.68
Udonis Haslem,49,589,443,68,39,18,0,67,0,0,11,0,863.5,17.62
Rafer Alston,74,969,260,392,98,18,143,160,0,0,4,0,1284.0,17.35
Mike Bibby,48,667,160,290,54,4,93,119,0,0,5,0,832.0,17.33
Nick Collison,78,767,730,113,47,60,0,118,0,0,23,0,1345.5,17.25
Drew Gooden,69,826,590,81,48,53,0,122,0,0,24,0,1188.0,17.22
Ray Allen,73,1273,268,225,65,16,180,127,0,0,1,0,1255.5,17.2
Troy Murphy,75,916,543,165,49,32,94,96,0,0,10,0,1289.0,17.19
Ben Wallace,72,348,604,105,88,117,0,67,0,0,4,0,1230.0,17.08
Devin Harris,64,946,173,369,90,10,56,161,0,0,4,0,1086.0,16.97
Richard Hamilton,72,1244,235,299,73,10,62,132,0,0,1,0,1222.0,16.97
Grant Hill,70,919,353,203,65,56,33,96,0,0,4,0,1182.0,16.89
David Lee,81,876,724,95,55,29,0,97,0,0,23,0,1351.0,16.68
Rajon Rondo,77,814,322,393,129,13,5,147,0,0,4,0,1265.5,16.44
Kirk Hinrich,75,862,244,452,87,19,84,157,0,0,7,1,1233.0,16.44
Brendan Haywood,80,848,576,71,31,133,0,108,0,0,16,0,1307.0,16.34
Peja Stojakovic,77,1263,331,96,57,10,231,61,0,0,4,0,1251.0,16.25
Antonio McDyess,78,683,666,89,61,53,0,75,0,0,16,0,1265.5,16.22
Marvin Williams,80,1185,457,137,81,33,1,127,0,0,7,0,1295.0,16.19
Chris Wilcox,62,828,433,74,46,36,0,103,0,0,17,0,999.0,16.11
Jamario Moon,78,661,484,90,80,108,40,51,0,0,3,0,1252.5,16.06
Al Harrington,81,1102,439,132,74,16,153,90,0,0,7,0,1295.5,15.99
Ben Gordon,72,1336,221,213,55,8,142,150,0,0,0,0,1149.0,15.96
Tayshaun Prince,82,1080,398,268,42,33,53,91,0,0,4,0,1295.5,15.8
Jason Terry,82,1269,208,264,88,18,136,92,0,0,0,0,1294.5,15.79
Shane Battier,80,744,407,155,77,90,139,78,0,0,1,0,1260.5,15.76
Ricky Davis,82,1130,353,276,87,14,135,191,0,0,4,0,1276.5,15.57
Ramon Sessions,17,137,58,127,17,3,3,36,0,0,3,0,262.0,15.41
Tim Thomas,63,780,323,171,40,29,83,98,0,0,3,0,968.5,15.37
Earl Watson,78,838,225,531,69,11,49,175,0,0,7,1,1193.5,15.3
Jeff Foster,77,496,668,129,56,32,0,62,0,0,10,0,1169.0,15.18
Leandro Barbosa,82,1283,231,216,75,18,164,117,0,0,0,0,1239.5,15.12
Ryan Gomes,82,1033,475,145,65,10,59,96,0,0,9,0,1229.0,14.99
Jameer Nelson,69,755,243,383,63,4,64,141,0,0,3,0,1031.5,14.95
Randy Foye,39,510,128,164,36,3,61,79,0,0,1,0,577.5,14.81
Anthony Carter,70,545,200,388,107,28,45,124,0,0,4,0,1033.0,14.76
Anthony Parker,82,1025,334,183,79,17,133,87,0,0,0,0,1201.0,14.65
Stephon Marbury,24,333,59,113,21,2,28,48,0,0,0,0,350.5,14.6
Travis Outlaw,82,1092,376,106,59,63,40,107,0,0,4,0,1189.0,14.5
T.J. Ford,51,617,100,313,54,0,15,102,0,0,2,0,737.0,14.45
John Salmons,81,1015,349,208,93,31,39,170,0,0,6,0,1168.0,14.42
Larry Hughes,68,827,230,181,99,17,67,116,1,0,0,0,975.0,14.34
Cuttino Mobley,77,984,275,202,78,34,67,123,0,0,1,0,1104.5,14.34
Raja Bell,75,889,274,168,54,27,176,65,0,0,1,0,1072.5,14.3
Beno Udrih,65,834,217,282,56,10,53,148,0,0,3,0,929.5,14.3
Anderson Varejao,48,321,399,53,37,26,0,59,0,0,6,0,685.5,14.28
Josh Childress,76,898,373,117,71,43,22,98,0,0,3,0,1083.0,14.25
Josh Boone,70,575,509,55,36,61,0,68,0,0,13,0,990.5,14.15
Erick Dampier,72,440,539,63,24,106,0,80,0,0,6,0,1008.0,14.0
Kurt Thomas,70,443,507,67,56,57,0,46,0,0,4,0,979.5,13.99
Francisco Garcia,79,971,264,128,96,50,113,128,0,0,1,0,1099.0,13.91
Charlie Villanueva,76,886,466,78,30,35,55,107,0,0,9,0,1046.5,13.77
Ronnie Brewer,76,914,218,134,129,19,11,69,0,0,0,0,1041.5,13.7
Luis Scola,82,847,525,106,60,19,0,105,0,0,10,0,1117.5,13.63
Sebastian Telfair,60,556,135,355,59,11,32,111,0,0,2,0,815.0,13.58
Boris Diaw,82,725,378,317,61,39,13,155,0,0,4,0,1113.0,13.57
Darko Milicic,70,505,424,58,32,114,0,101,0,0,11,0,936.5,13.38
Marko Jaric,75,621,222,311,97,32,46,128,0,0,3,0,999.5,13.33
Nate Robinson,72,913,222,212,60,1,97,103,1,0,0,0,959.0,13.32
Rashad McCants,75,1114,206,162,66,18,142,172,0,0,0,0,992.0,13.23
DeShawn Stevenson,82,917,235,252,65,15,158,102,0,0,0,0,1082.5,13.2
Paul Millsap,82,661,460,81,72,73,0,87,0,0,4,0,1078.5,13.15
Al Thornton,79,1005,358,98,46,43,43,128,0,0,7,0,1037.0,13.13
Dorell Wright,44,347,220,60,29,41,4,29,0,0,4,0,570.5,12.97
Kyle Lowry,82,791,250,296,92,22,36,127,0,0,1,0,1061.5,12.95
Jason Williams,67,588,130,307,83,5,97,91,0,0,2,0,866.5,12.93
Andray Blatche,82,618,425,92,53,114,3,112,0,0,9,0,1058.5,12.91
Kendrick Perkins,78,542,474,84,31,114,0,125,0,0,5,0,999.0,12.81
Joel Przybilla,77,371,649,27,13,93,0,95,0,0,4,0,982.5,12.76
Andres Nocioni,82,1080,342,95,25,43,126,133,0,0,1,0,1044.0,12.73
Antonio Daniels,71,597,203,340,69,2,17,91,0,0,3,0,904.0,12.73
Steve Blake,81,692,195,413,55,4,121,113,0,0,3,0,1022.5,12.62
Derek Fisher,82,956,170,239,86,3,112,90,0,0,0,0,1031.0,12.57
Joakim Noah,74,488,416,84,68,64,0,89,0,0,8,0,927.0,12.53
Delonte West,61,507,193,229,59,29,48,117,0,0,1,0,759.5,12.45
Carlos Delfino,82,738,359,145,69,11,120,75,0,0,1,0,1019.0,12.43
Joe Smith,77,778,401,66,34,47,0,71,0,0,6,0,953.0,12.38
Nazr Mohammed,82,639,494,72,45,60,0,101,0,0,11,0,1005.5,12.26
Desmond Mason,59,574,256,121,40,30,0,83,0,0,2,0,723.0,12.25
Lou Williams,80,920,167,253,81,13,55,125,0,0,0,0,970.5,12.13
Bonzi Wells,73,662,331,97,75,32,12,103,0,0,6,0,882.0,12.08
Linas Kleiza,79,880,333,95,44,19,94,89,1,0,1,0,954.0,12.08
Martell Webster,75,799,296,90,42,28,123,83,0,0,0,0,904.0,12.05
Jeff Green,80,838,379,119,46,49,21,158,0,0,4,0,963.5,12.04
Reggie Evans,81,425,611,65,86,8,1,108,0,0,4,0,973.0,12.01
Mikki Moore,82,698,494,84,35,46,0,110,0,0,6,0,985.0,12.01
Quentin Richardson,65,527,315,116,44,15,69,69,0,0,1,0,779.0,11.98
Sam Cassell,55,616,136,214,37,6,23,97,0,0,0,0,658.5,11.97
James Posey,74,545,322,114,72,19,106,65,0,0,1,0,879.5,11.89
Mike Conley,53,498,139,222,44,2,30,89,0,0,2,0,630.0,11.89
Hakim Warrick,75,852,356,53,36,28,13,85,0,0,5,0,889.5,11.86
Daniel Gibson,58,605,134,145,47,14,118,76,0,0,0,0,686.5,11.84
Yi Jianlian,66,566,344,55,36,56,6,90,0,0,1,0,780.0,11.82
Jason Maxiell,82,651,433,46,21,94,0,71,0,0,4,0,967.5,11.8
Willie Green,74,921,182,151,54,22,51,109,0,0,0,0,862.0,11.65
Tyrus Thomas,74,502,342,90,48,72,1,77,0,0,6,0,852.5,11.52
JR Smith,74,907,152,128,62,12,157,112,1,0,0,0,849.0,11.47
Ronny Turiaf,78,516,306,128,28,108,0,72,0,0,0,0,892.0,11.44
Luke Walton,74,535,291,218,60,18,28,100,0,0,0,0,846.5,11.44
Jarrett Jack,82,814,234,313,61,1,65,178,0,0,3,0,935.5,11.41
Kasib Powell,11,84,44,18,9,2,8,5,0,0,0,0,125.0,11.36
Matt Barnes,73,486,324,139,48,36,53,85,0,0,2,0,817.5,11.2
Eddy Curry,59,781,275,32,14,29,0,126,0,0,2,0,659.5,11.18
Rasho Nesterovic,71,552,342,82,20,52,1,60,0,0,5,0,789.5,11.12
Mickael Pietrus,66,472,242,49,66,43,66,48,0,0,3,0,733.0,11.11
Damien Wilkins,76,698,245,150,62,19,50,89,1,0,0,0,843.0,11.09
Jordan Farmar,82,749,183,225,77,5,114,108,0,0,0,0,895.5,10.92
Andrea Bargnani,78,792,288,89,23,37,90,88,0,0,1,0,851.0,10.91
Kelenna Azubuike,81,692,324,75,45,34,71,58,0,0,3,0,883.5,10.91
Eduardo Najera,78,464,337,95,69,40,53,59,0,0,0,0,849.5,10.89
Keith Bogans,82,711,266,104,59,10,148,53,0,0,2,0,886.5,10.81
Vladimir Radmanovic,65,543,215,123,46,12,95,73,0,0,2,0,702.0,10.8
Bostjan Nachbar,75,738,260,88,44,21,94,85,0,0,1,0,810.0,10.8
Juan Carlos Navarro,82,896,210,177,48,1,156,134,0,0,1,0,878.0,10.71
Brevin Knight,74,338,142,328,100,11,0,71,0,0,1,0,791.0,10.69
Michael Finley,82,826,254,114,29,10,132,56,0,0,0,0,869.0,10.6
Nene,16,85,87,15,9,14,0,21,0,0,0,0,169.5,10.59
Wally Szczerbiak,75,861,217,104,23,12,90,76,0,0,0,0,790.5,10.54
Chuck Hayes,79,237,427,91,85,43,0,62,0,0,0,0,830.5,10.51
Thaddeus Young,74,610,312,58,73,8,6,64,0,0,0,0,776.0,10.49
Thabo Sefolosha,69,464,255,129,61,30,29,93,0,0,3,0,722.5,10.47
Jerry Stackhouse,58,618,133,145,28,10,60,86,0,0,0,0,607.0,10.47
Flip Murray,42,396,83,144,38,4,20,84,0,0,2,0,437.0,10.4
Sean Williams,73,409,322,28,28,106,0,70,0,0,2,0,754.5,10.34
Charlie Bell,68,514,167,210,52,2,74,76,0,0,0,0,703.0,10.34
Craig Smith,77,727,353,60,36,17,0,89,0,0,1,0,794.5,10.32
Kyle Korver,75,740,172,101,42,29,111,75,0,0,1,0,766.5,10.22
Antoine Walker,46,368,168,45,33,8,61,46,0,0,1,0,464.5,10.1
Marquis Daniels,74,606,212,137,79,18,27,112,0,0,0,0,747.5,10.1
Chris Quinn,60,465,118,178,46,4,64,55,0,0,0,0,605.5,10.09
Carl Landry,42,342,207,21,17,7,0,26,0,0,1,0,422.0,10.05
Brandon Bass,79,654,347,58,22,48,0,82,0,0,3,0,793.0,10.04
Devin Brown,78,586,263,175,52,7,45,99,0,0,2,0,774.5,9.93
Travis Diener,66,456,115,251,35,4,74,55,0,0,1,0,655.0,9.92
Maurice Evans,75,664,218,81,46,10,81,40,0,0,0,0,743.5,9.91
Fred Jones,70,532,170,166,48,18,74,78,0,0,0,0,693.0,9.9
Matt Carroll,80,720,226,73,46,19,105,58,0,0,0,0,783.5,9.79
Johan Petro,72,432,370,32,35,42,0,73,0,0,3,0,702.0,9.75
Mark Blount,69,581,263,41,33,34,17,70,0,0,3,0,670.0,9.71
Alonzo Mourning,25,149,93,7,4,42,0,25,0,0,1,0,242.5,9.7
Steve Francis,10,55,23,30,9,5,4,14,0,0,0,0,96.5,9.65
Fabricio Oberto,82,397,430,95,37,20,0,51,0,0,4,0,790.5,9.64
Kwame Brown,38,184,188,45,22,23,0,51,0,0,2,0,366.0,9.63
Stephane Lasme,16,83,53,3,13,22,0,15,0,0,0,0,152.5,9.53
Chris Duhon,66,385,116,263,48,2,54,71,0,0,1,0,628.5,9.52
Anthony Johnson,69,387,137,262,52,9,42,84,0,0,4,0,655.5,9.5
Kirk Snyder,36,261,126,64,20,15,5,52,0,0,1,0,342.0,9.5
Corey Brewer,79,459,292,111,76,25,7,89,0,0,0,0,749.0,9.48
Rodney Stuckey,57,436,129,160,49,6,3,78,0,0,0,0,540.5,9.48
Channing Frye,78,530,354,57,29,27,3,55,0,0,3,0,737.5,9.46
Bobby Jackson,72,553,181,139,45,5,81,59,0,0,0,0,678.0,9.42
Eddie House,78,584,167,152,59,10,117,76,0,0,0,0,731.5,9.38
Wilson Chandler,35,255,127,33,15,16,9,27,0,0,1,0,328.0,9.37
Dikembe Mutombo,39,118,199,5,11,48,0,17,0,0,1,0,365.0,9.36
Daequan Cook,59,518,177,75,23,9,79,63,0,0,0,0,551.5,9.35
Kareem Rush,71,588,168,89,42,19,102,62,0,0,1,0,663.0,9.34
Luke Ridnour,61,393,94,241,37,14,21,80,0,0,1,0,565.0,9.26
Roger Mason Jr.,80,724,130,134,40,18,130,69,0,0,0,0,738.0,9.22
Morris Peterson,76,608,206,67,47,7,113,41,0,0,0,0,700.5,9.22
Jared Dudley,73,422,286,81,55,10,9,50,0,0,4,0,666.5,9.13
DeSagana Diop,79,226,392,40,26,88,0,58,0,0,1,0,716.0,9.06
Bobby Simmons,70,531,226,80,50,5,60,78,0,0,0,0,633.5,9.05
James Jones,58,463,161,34,24,15,91,28,0,0,0,0,522.0,9.0
Trevor Ariza,35,192,108,44,31,11,5,23,0,0,1,0,312.5,8.93
Josh Powell,64,353,331,47,14,23,0,65,0,0,6,0,569.5,8.9
Bruce Bowen,81,483,234,91,54,22,90,46,0,0,0,0,717.5,8.86
Amir Johnson,62,221,235,29,24,82,0,39,0,0,0,0,547.5,8.83
Darius Songaila,80,495,271,135,53,16,0,86,0,0,0,0,705.5,8.82
Sasha Vujacic,72,632,154,72,36,5,118,52,0,0,0,0,631.0,8.76
Leon Powe,56,445,227,15,15,16,0,43,0,0,5,0,488.5,8.72
Carlos Arroyo,62,430,113,219,26,2,29,77,0,0,0,0,540.5,8.72
Jannero Pargo,80,644,130,192,50,5,65,93,0,0,0,0,693.5,8.67
Nenad Krstic,45,298,200,27,9,17,0,41,0,0,3,0,390.0,8.67
Theo Ratliff,26,111,89,14,7,37,0,21,0,0,0,0,225.5,8.67
Smush Parker,28,165,51,84,24,6,18,44,0,0,0,0,242.5,8.66
Stromile Swift,56,343,199,26,15,54,0,51,0,0,1,0,484.5,8.65
Matt Harpring,76,622,240,82,45,14,2,95,0,0,0,0,657.0,8.64
Earl Barron,46,326,198,29,19,8,1,48,0,0,0,0,396.5,8.62
Luther Head,73,557,135,138,44,9,79,70,0,0,0,0,627.0,8.59
Brent Barry,31,221,55,54,17,3,48,18,0,0,0,0,265.5,8.56
Ime Udoka,73,423,228,63,56,17,61,58,0,0,1,0,622.0,8.52
Chris Webber,9,35,32,18,4,6,0,11,0,0,0,0,76.5,8.5
Sasha Pavlovic,51,379,128,82,29,6,34,55,0,0,0,0,431.5,8.46
Joel Anthony,24,85,93,3,9,31,0,17,0,0,0,0,201.5,8.4
Antoine Wright,56,350,147,80,28,21,32,50,0,0,0,0,466.0,8.32
Anfernee Hardaway,16,60,35,35,19,1,8,13,0,0,0,0,131.0,8.19
Ruben Patterson,20,102,64,17,21,7,0,27,0,0,1,0,162.0,8.1
Shawne Williams,65,437,176,59,26,26,43,58,0,0,1,0,522.0,8.03
Tony Allen,75,494,168,114,62,21,18,109,0,0,0,0,595.0,7.93
Brian Skinner,66,219,238,15,21,77,2,39,0,0,0,0,520.5,7.89
Kris Humphries,70,397,259,28,25,28,0,47,0,0,2,0,546.5,7.81
Keyon Dooling,72,581,101,133,36,5,22,61,0,0,0,0,556.5,7.73
Jeff McInnis,54,242,96,220,23,3,3,76,0,0,0,0,414.5,7.68
Damon Stoudamire,60,317,118,165,30,2,50,80,0,0,0,0,450.5,7.51
Jarvis Hayes,82,552,178,62,47,6,73,47,0,0,0,0,611.5,7.46
Renaldo Balkman,65,224,216,40,44,30,1,37,0,0,1,0,480.5,7.39
Michael Ruffin,46,91,186,24,31,19,0,19,0,0,1,0,337.5,7.34
Eddie Jones,47,176,132,69,26,8,34,29,0,0,0,0,345.0,7.34
Zaza Pachulia,62,322,248,36,24,13,0,69,0,0,2,0,452.0,7.29
Marcus Banks,36,239,45,61,14,13,40,37,0,0,0,0,262.5,7.29
Luke Jackson,14,79,33,17,8,0,11,9,0,0,0,0,102.0,7.29
Quinton Ross,76,311,172,88,43,33,9,29,0,0,0,0,543.0,7.14
Dan Dickau,67,352,97,172,32,3,36,55,0,0,0,0,478.0,7.13
Damon Jones,67,437,72,126,19,1,115,36,0,0,0,0,478.0,7.13
Royal Ivey,75,418,118,160,45,7,35,75,0,0,0,0,533.5,7.11
Rodney Carney,70,409,149,32,39,23,38,34,0,0,0,0,494.5,7.06
Spencer Hawes,71,334,230,44,14,40,4,56,0,0,2,0,497.0,7.0
Nick Fazekas,26,107,89,11,8,11,0,13,0,0,0,0,178.5,6.87
Jared Jeffries,73,269,243,66,36,23,4,64,0,0,1,0,500.5,6.86
Jason Smith,76,340,230,20,22,50,4,48,0,0,0,0,518.0,6.82
Rasual Butler,51,252,100,36,15,21,44,10,0,0,0,0,346.0,6.78
Donyell Marshall,26,98,76,10,6,16,15,15,0,0,0,0,171.5,6.6
Chris Mihm,23,82,77,13,4,14,0,17,0,0,1,0,151.0,6.57
Chucky Atkins,24,113,31,47,9,1,25,10,0,0,0,0,157.0,6.54
Matt Bonner,68,326,192,32,14,17,46,39,0,0,2,0,435.0,6.4
Jason Kapono,81,580,120,65,34,2,57,58,0,0,0,0,517.5,6.39
Malik Allen,73,338,196,44,19,31,1,45,0,0,0,0,464.5,6.36
Shelden Williams,64,255,205,19,22,21,0,35,0,0,2,0,404.5,6.32
Derek Anderson,28,141,52,44,12,1,19,25,0,0,0,0,177.0,6.32
P.J. Brown,18,39,68,10,5,8,0,10,0,0,0,0,113.5,6.31
David Harrison,55,229,118,14,20,59,0,58,0,0,0,0,346.5,6.3
Nick Young,75,561,115,63,35,7,40,94,0,0,0,0,468.5,6.25
Glen Davis,69,313,208,28,31,20,0,65,0,0,0,0,429.5,6.22
Robert Horry,45,112,109,47,21,19,18,22,0,0,0,0,279.0,6.2
Blake Ahearn,12,70,19,19,6,0,10,16,0,0,0,0,74.0,6.17
Greg Buckner,31,124,65,39,21,2,15,29,0,0,0,0,190.5,6.15
Gordan Giricek,56,325,96,62,24,4,36,52,0,0,0,0,342.5,6.12
Devean George,53,194,137,35,19,13,22,24,0,0,0,0,320.0,6.04
Ike Diogu,30,168,85,10,7,3,0,20,0,0,0,0,179.0,5.97
Earl Boykins,36,185,34,96,13,0,14,41,0,0,0,0,214.5,5.96
Brandan Wright,38,151,99,9,6,22,0,13,0,0,0,0,226.5,5.96
Aaron Gray,61,262,168,41,21,16,0,57,0,0,2,0,359.0,5.89
Juan Dixon,53,263,75,97,21,2,30,54,0,0,0,0,310.5,5.86
Javaris Crittenton,50,278,110,51,19,2,10,55,0,0,0,0,292.0,5.84
CJ Miles,60,297,78,53,32,8,30,27,0,0,0,0,347.5,5.79
Tyronn Lue,50,290,54,74,11,1,39,27,0,0,0,0,289.5,5.79
Ira Newble,49,188,125,18,28,8,16,34,0,0,0,0,283.0,5.78
Mike Harris,17,62,54,3,6,3,0,9,0,0,0,0,97.0,5.71
Dan Gadzuric,51,161,144,11,20,24,0,34,0,0,0,0,289.5,5.68
Julian Wright,57,223,117,40,29,12,10,34,0,0,0,0,321.5,5.64
Brian Cook,51,238,109,27,13,12,43,39,0,0,0,0,287.5,5.64
Gerald Green,30,153,64,29,8,4,15,32,0,0,0,0,169.0,5.63
Francisco Elson,63,210,200,24,15,20,0,47,0,0,1,0,353.0,5.6
Aaron Brooks,51,264,56,87,13,5,36,44,0,0,0,0,285.0,5.59
Andre Owens,31,123,47,47,13,3,18,24,0,0,0,0,172.5,5.56
Viktor Khryapa,9,32,20,8,6,0,0,6,0,0,0,0,50.0,5.56
Austin Croshere,44,173,104,30,8,6,22,22,0,0,0,0,237.5,5.4
Mardy Collins,46,145,75,89,24,8,8,56,0,0,0,0,248.5,5.4
Mike James,54,272,69,60,21,2,31,36,0,0,0,0,290.5,5.38
Melvin Ely,52,202,145,22,7,18,0,42,0,0,1,0,277.0,5.33
Eddie Gill,14,38,22,22,7,2,5,9,0,0,0,0,74.5,5.32
Jorge Garbajosa,7,22,15,3,3,0,6,1,0,0,0,0,37.0,5.29
Acie Law,56,235,57,113,29,0,7,56,0,0,0,0,293.0,5.23
Brian Cardinal,37,124,96,22,10,2,25,23,0,0,0,0,193.5,5.23
Jacque Vaughn,74,306,74,159,23,1,3,54,0,0,0,0,381.5,5.16
Arron Afflalo,75,276,137,52,31,8,10,34,0,0,0,0,376.0,5.01
Marcin Gortat,6,18,16,2,1,1,0,2,0,0,1,0,30.0,5.0
Mickael Gelabale,39,168,58,33,10,9,16,27,0,0,0,0,194.0,4.97
